qid,label,description,instance_of,instance_of_label,part_of,part_of_label,subclass_of,subclass_of_label
Q110467952,Human rights and justice issues (excl. law),field of research,Q11862829,,,,Q538733,
Q136334943,Human-AI Relationality (HAIR),"Emerging research field studying relational presence, authorship, and intimacy between human beings and AI beings",Q11862829,,,,Q279438,
Q5939515,Humanitarian engineering,discipline of engineering addressing emergencies and humanitarian needs,Q11862829,,,,,
Q133260951,Hungarian linguistics,study of the Hungarian language,Q11862829,,,,Q855627,
Q855627,Hungarian studies,philology,Q11862829,,Q897219,,Q11790583,
Q3143746,Hydrogeophysics,cross-discipline of geophysics and hydrology,Q11862829,,,,,
Q3738441,I Ching studies,,Q11862829,,,,Q5369632,
Q64943358,ICT innovation,,Q11862829,,,,,
Q35832005,Iberian studies,Area studies,Q11862829,,,,Q928786,
Q113951766,Iberoamerican studies,,Q11862829,,,,Q928786,
Q12823036,Ibora,Arabic synonym for phraseology,Q11862829,,,,,
Q136831245,Image Theory,"Philosophical and theoretical field dedicated to studying the nature, ontology, functions, and modes of circulation of images, associated with authors such as Mitchell, Belting, Boehm, Didi-Huberman, Flusser, and others.",Q33104279,,,,Q861716,
Q138340266,Imperial history,academic discipline studying the history of empires,Q17524420,,,,Q1066186,
Q124610312,Inclusive Cartography,subclass of cartography,Q124749729,,,,Q42515,
Q376022,Indian philosophy,philosophical traditions of the Indian subcontinent,Q11862829,,,,Q5891,
Q111956099,Indigenous librarianship,Indigenous perspective in library work,Q11862829,,,,Q856625,
Q113127911,Indigenous methodologies,field of research,Q11862829,,,,Q108352346,
Q113127851,"Indigenous studies culture, language and history",field of research,Q11862829,,,,Q108352346,
Q113127888,Indigenous studies health and wellbeing,field of research,Q11862829,,,,Q108352346,
Q1413128,Indo-European studies,study of speakers of the Indo-European languages,Q11862829,,Q40634,,Q8162,
Q625510,Indology,Study of the history and culture of South Asia,Q11862829,,,,Q105397778,
Q1661989,Industry 4.0,4th Industrial revolution or current trend of automation and data exchange in manufacturing technologies 4.0,Q11862829,,,,,
Q111325778,Information Technology and E-Business,,Q11862829,,,,,
Q110620325,"Information governance, policy and ethics",field of library and information research,Q11862829,,,,,
Q109753123,Information systems planning,Academic discipline,Q11862829,,,,,
Q110298626,Insurance studies,field of research,Q11862829,,,,Q113141571,
Q1665395,Integral yoga,The Yoga-based philosophy and practice of Sri Aurobindo and The Mother (Mirra Alfassa).,Q11862829,,,,Q9350,
Q55586010,Inter-American Studies,,Q11862829,,,,,
Q27567821,International Chinese Education,,Q11862829,,,,,
Q126481638,International Media Computing,,Q84771819,,Q875138,,Q21198,
Q19366771,International Relations,Wikibooks book,Q100510764,,,,,
Q55659899,International Trade,academic major,Q11862829,,,,Q26643,
Q96758157,International and European Studies,,Q11862829,,,,Q5654877,
Q113001577,International humanitarian and human rights law,field of research,Q11862829,,,,,
Q6056000,Internet linguistics,domain of linguistics,Q1047113,,Q863590,,Q8162,
Q6056054,Internet studies,field which studies many dimensions of the Internet and associated technologies,Q11862829,,,,Q42240,
Q10273079,Interreligious studies,academic field,Q11862829,,,,,
Q135050458,Intersectionality Studies,social sciences study and research subject,Q11862829,,,,,
Q114344316,Iranian Diaspora Studies,Field of academic study,Q11862829,,,,Q5272085,
Q1367176,Iranian studies,"an interdisciplinary field dealing with the study of the history, literature, art and culture of Iranian peoples, a part of the of Oriental studies",Q11862829,,Q12211529,,Q12211529,
Q123556059,Irish studies,interdisciplinary field of research,Q11862829,,,,,
Q130343258,"Irrigation, drainage and rural engineering",,Q11862829,,,,Q11023,
Q6082500,Islamic Jerusalem Studies,study of Jerusalem on Islamic view,Q11862829,,,,Q843909,
Q193104,Islamic philosophy,Academic study of philosophy derived from the tradition and teachings of Islam,Q26256810,,Q28454636,,,
Q133707398,Islamic revealed knowledge and heritage,,Q11862829,,,,Q33122512,
Q843909,Islamic studies,study of Islam,Q11862829,,,,Q476294,
Q136807922,Islamic worldview,subdiscipline of Islamic studies,Q11862829,,,,Q843909,
Q3155376,Islamology,academic discipline; the study of Islam,Q11862829,,,,,
Q120727705,Island studies,interdisciplinary field of study,Q11862829,,,,,
Q13416553,Isotope hydrology,field of geochemistry and hydrology,Q11862829,,,,Q42250,
Q101834434,Israel studies,"academic discipline studying politics, history, & culture of the modern state of Israel",Q11862829,,,,Q928786,
Q3745495,Italian philology,Science of Italian language and literature,Q11862829,,,,Q40634,
Q515601,Italian studies,field of philology related to Italian language or literature,Q11862829,,,,Q1277348,
Q11509142,Japanese linguistics,,Q11862829,,,,Q875592,
Q231425,Japanese literature,literature of Japan,Q109551565,,Q15945785,,Q15945785,
Q11506048,Japanese mythography,,Q11862829,,,,Q580854,
Q875592,Japanese studies,area studies focused on Japan,Q11862829,,Q476294,,Q476294,
Q11723387,Javanology,"study of Javanese history, literature, philosophy, and culture",Q11862829,,,,Q7569309,
Q108823107,Jewish communities studies,,Q11862829,,Q42002,,Q42002,
Q42002,Jewish studies,academic discipline centered on the study of Jews and Judaism,Q11862829,,,,Q1143546,
Q10879912,Jian jia xue pai,"a particular academic discipline on various aspects of ancient Chinese society and history, named and abbreviated for Qianlong and Jiaqing periods in the Qing Dynasty",Q11862829,,,,Q269915,
Q15900575,Jin Yong studies,,Q11862829,,,,,
Q4210217,Kalmykology,scientific study of Kalmyks,Q11862829,,,,Q476294,
Q1075418,Kansei engineering,Japanese product design company,Q11862829,,,,Q1750812,
Q149678,Kashubian studies,"Philological discipline, a branch of Slavic studies",Q11862829,,Q16872093,,Q16872093,
Q18405225,Khanty studies,,Q11862829,,,,,
Q137766326,Knowledge Graph Engineering,"The engineering discipline focused on designing, building, and maintaining knowledge graphs",Q11862829,,,,Q11023,
Q120969700,Knowledge base generation,area of research,Q11862829,,,,,
Q120969776,Knowledge patterns,area of research,Q11862829,,,,,
Q714838,Korean studies,academic discipline that focuses on the study of Korea,Q11862829,,Q476294,,Q476294,
Q851739,Kurdish studies,academic discipline,Q11862829,,,,Q928786,
Q11581021,Kōgaku,,Q11862829,,,,Q855159,
Q6502543,LGBT linguistics,study of language used by LGBTQ,Q11862829,,,,Q98929208,
Q112913817,Land capability and soil productivity,field of research,Q11862829,,,,Q9161265,
Q30693224,Land change modeling,geographic and ecological field of study,Q11862829,,,,Q1116876,
Q106696937,Land change science,type of science to do research on land change,Q11862829,,,,,
Q6483833,Land-use forecasting,,Q11862829,,,,,
Q3217551,Langues étrangères appliquées,,Q11862829,,Q3238020,,,
Q108366652,Latin American and Caribbean Studies,academic discipline,Q11862829,,,,,
Q1147454,Latin American literature,set of literary works from Latin America,Q109551565,,Q6496275,,,
Q28617,Latin American studies,academic discipline focused on the analysis of Latin American culture,Q11862829,,,,Q928786,
Q107095915,Latin and South American history,,Q11862829,,,,Q1066186,
Q113128791,Latin and classical Greek literature,field of research,Q11862829,,,,Q208217,
Q1806979,Latin studies,study of Latin language and literature,Q11862829,,Q495527,,Q495527,
Q28075,Latino studies,studies of the Latino people,Q11862829,,,,Q23010571,
Q9259810,Latvian studies,,Q11862829,,,,Q463604,
Q2135371,Law of Switzerland,academic discipline,Q11862829,,,,Q7748,
Q132857311,Learning Design,"A description of the teaching-learning process (outcomes, activities, and assessments) that takes place within a unit of learning.",Q12737077,,,,Q61788126,
Q357196,Legal Linguistics,academic discipline,Q11862829,,Q382995,,,
Q120910097,Legal Semantic Web,area of research,Q11862829,,,,,
Q120969826,Legal knowledge modeling,area of research,Q11862829,,,,,
Q1519115,Legisprudence,legal discipline for advising and supporting legislation,Q11862829,,,,Q4932206,
Q124412326,Lettres,field of study and subject combination in the French education system focusing on humanities and languages,Q11862829,,,,,
Q115669699,Liberian studies,Broader: African studies,Q11862829,,,,,
Q1115369,Librettology,subdiscipline of literature studies concerned with opera librettos,Q11862829,,Q164204,,,
Q115669714,Libyan studies,Broader: African studies,Q11862829,,,,,
Q96387450,Life course research,interdisciplinary social science field,Q11862829,,,,Q34749,
Q120969814,Linguistic data,area of research,Q11862829,,,,,
Q98925312,Link prediction,problem in network theory of predicting the existence of an unobserved link between two entities in a network,Q11862829,,,,,
Q120910088,Link prediction and discovery,area of research,Q11862829,,,,,
Q120910101,Linked Data assessment,area of research,Q11862829,,,,,
Q10978135,Lithuanian studies,academic discipline,Q11862829,,,,Q463604,
Q110252205,Livestock cloning,field of research,Q11862829,,,,Q120877,
Q56297375,Lorenz–Mie theory,,Q11862829,,,,,
Q722609,MARC standards,digital formats for library cataloguing,Q11862829,,,,,
Q120969831,MCQ generation,area of research,Q11862829,,,,,
Q3110349,Macedonian literature,literary tradition of North Macedonia,Q11862829,,,,,
Q136306794,Machine Learning Physics,,Q11862829,,,,,
Q6723706,Machine control,concept in civil engineering,Q11862829,,,,Q4917288,
Q109570989,Machine learning in earth sciences,applications of machine learning in earth sciences,Q11862829,,,,,
Q972270,Madonna studies,examination of pop idol Madonna,Q11862829,,,,,
Q131300104,Maghreb integration,"process of political, economic, social, and cultural integration of Maghreb states",Q11862829,,,,,
Q115669800,Maghreb studies,Broader: African studies,Q11862829,,,,,
Q1270672,Malay studies,academic discipline concerning the developments and problems in the Malay world of Southeast Asia and beyond,Q11862829,,,,Q928786,
Q55585049,Maltese studies,academic discipline and academic major for the Maltese language,Q11862829,,,,Q3621186,
Q56219570,Mande studies,academic discipline,Q11862829,,,,Q38157,
Q112980803,Manufacturing robotics,field of research,Q11862829,,,,Q170978,
Q6950632,Maori politics,politics of the Maori people,Q11862829,,,,Q110373936,
Q12244500,Maqāṣid al-Sharīʿah,goals or objectives of sharia within an Islamic legal doctrine,Q11862829,,Q2321196,,,
Q112939736,Marine geoscience,field of research,Q11862829,,,,Q3349060,
Q6770925,Marketing science,Field of marketing using scientific methods,Q11862829,,Q39809,,Q5001951,
Q115035920,Markets and Financial Intermediaries,Master of Advanced Studies,Q11862829,,,,,
Q3256817,Martinican literature (French),,Q11862829,,,,,
Q2853046,Marxist anthropology,,Q106720965,,,,Q23404,
Q3303205,Masonic studies,study of Freemasonry,Q20136634,,,,,
Q120969813,Massive data,area of research,Q11862829,,,,,
Q6786613,Materiomics,scientific study of material systems,Q11862829,,,,Q228736,
Q1420638,Mathetics,science of learning,Q11862829,,,,,
Q12771257,Maya studies,"branch of American studies, the study of the culture and history of the Maya",Q11862829,,,,,
Q3499804,Medical Biology,"field of biology that has practical applications in medicine, health care and laboratory diagnostics",Q11862829,,,,Q420,
Q136471013,Medieval & Renaissance Studies,combined academic discipline and field of research,Q120970651,,,,Q80083,
Q55586008,Medieval Icelandic Studies,,Q11862829,,,,,
Q359146,Mediology,cultural transmission theory by Régis Debray,Q11862829,,,,,
Q66689386,Mediterranean Landscape Ecology,academic discipline,Q11862829,,,,Q738011,
Q128591289,Meeting Science,Study of professional meetings,Q11862829,,,,,
Q106594369,Michael Jackson Studies,examination of music artist Michael Jackson,Q11862829,,,,,
Q65281046,Microblogging,a blog which is typically smaller in file size,Q11862829,,,,,
Q113128598,Middle Eastern language studies,field of research,Q11862829,,,,Q64810203,
Q12211529,Middle Eastern studies,academic discipline,Q11862829,,,,Q476294,
Q3857553,Milan Approach,systemic model of family therapy,Q11862829,,,,Q11190,
Q2026729,Mishpat Ivri,Aspects of halakha that are relevant to non-religious or secular law.,Q11862829,,Q107427,,Q107427,
Q12183345,Modern Arabic literature,modern Arabic literature,Q11862829,,,,Q194380,
Q66490562,Modern Greek Studies,,Q11862829,,,,,
Q110256118,Modern International Studies,,Q11862829,,,,,
Q1944500,Mongolian studies,area field of Mongolian,Q11862829,,Q476294,,Q162817,
Q11785348,Montenegrin studies,,Q11862829,,,,Q156864,
Q124624869,Moral geography,,Q11862829,,,,Q12831143,
Q3850041,Mormon studies,academic study of Mormonism,Q11862829,,,,Q747802,
Q137776711,Museum in Health,,Q130699387,,,,,
Q112970980,Music technology and recording,field of research,Q11862829,,,,Q164204,
Q36451,Māori,Polynesian language spoken in New Zealand,Q11862829,,Q110267075,,Q99547709,
Q124774329,Māori Studies,academic discipline,Q11862829,,,,,
Q110373956,Māori accounting,field of research,Q11862829,,,,Q110373936,
Q110350495,Māori agriculture and forestry,field of research,Q11862829,,,,Q110350165,
Q110351391,Māori and disability,field of research,Q11862829,,,,Q110351323,
