qid,label,in_discipline_taxonomy,in_majors,fast_id,gnd_id,lcsh_id,ddc,aat_id,lcc
Q176737,stochastic process,yes,no,1133519,4057630-9,sh85128181,519.23,,
Q134783,stratigraphy,yes,no,,4057956-6,sh85054086,551.7,300192073,
Q104780697,stream ecology,yes,no,1134567,,sh85128566,,,QH541.5.S7
Q110406819,street design,yes,no,1134798,,sh2010114838,,,
Q334823,structural geology,yes,no,,4225664-1,,,300126038,
Q6671777,structure,yes,no,,4058125-1,,117,,
Q9347372,studies,yes,no,,4058216-4,,,,
Q1782301,study,yes,no,,,,,300343813,
Q334384,supervised learning,yes,no,,,sh94008290,,,Q325.75
Q104200524,swamp ecology,yes,no,1139915,,sh85130976,,,QH541.5.S9
Q37437,syntax,yes,no,,4058779-4,sh85131652,415,300054269,
Q58778,system,yes,no,,4058801-4,,003,,
Q7211,taxonomy,yes,no,,4184546-8,,,300252046,
Q8269924,taxonomy,yes,no,,,,,300252041,
Q2695280,technique,yes,no,,4059205-4,sh87003681,600,300138082,
Q7692619,technology policy,yes,no,,4184587-0,sh85133184,,,
Q631521,teratology,yes,no,1147803,4184741-6,sh94009175,571.976,,
Q4455895,terminology science,yes,no,,4246651-9,,,,
Q1003030,test,yes,no,,4367264-4,,,300054695,
Q3620447,theatre anthropology,yes,no,1149222,,sh99001177,,,
Q910179,theatre pedagogy,yes,no,,4126991-3,,,,
Q17737,theory,yes,no,,4059787-8,,,300055880,
Q109676580,thermobiology,yes,no,1149810,,sh85134776,,,
Q5393493,title,yes,no,,,,,300055726,
Q485762,toponymy,yes,no,1152700,4172891-9,sh85136092,910.014,300054272,G100.5
Q167270,trademark,yes,no,1153892,4114513-6,sh85136742,929.95,300028776,
Q918385,training,yes,no,,4131557-1,sh97006179,607,300188820,
Q2516371,transport policy,yes,no,,4062955-7,sh85137066,,,
Q2399986,transport safety,yes,no,,,sh94008716,,,HE194-HE194.5
Q108304567,tree island ecology,yes,no,1155944,,sh2002008688,,,
Q27214933,typology,yes,no,,,,,300067209,
Q13649246,uncertainty,yes,no,,4186957-6,sh85139563,003.54,,
Q1152135,unsupervised learning,yes,no,,4580265-8,,,,
Q2353731,upbringing,yes,no,,4015482-8,,370|649.1,,
Q63100,urban design,yes,no,,4056795-3,,,300189645,
Q385256,urban economics,yes,no,,,sh85141310,330.91732,,
Q23578769,urban studies,yes,no,,,,,300054461,
Q59950,urbanism,yes,no,,4182741-7,,711,,
Q194112,value,yes,no,1163906,4132695-7,sh85141939,153.45|303.372,300379408,
Q107217372,vernal pool ecology,yes,no,1165416,,sh87003044,,,
Q10818163,vertebrate anatomy,yes,no,1165546,,sh85142903,,,QL801
Q1571520,vertical integration,yes,no,,4215421-2,,658.162,,
Q104733130,violence prevention,yes,no,1167240,,sh2010117922,,,
Q253140,viticulture,yes,no,,4065136-8,sh85144017,634.8,300389852,
Q102904,volcanology,yes,no,,4188776-1,sh85144279,551.21,,
Q1462136,water conservation,yes,no,,4020830-8,,,,
Q110968692,watershed hydrology,yes,no,1738283,,sh2005004309,,,
Q35127,website,yes,no,,4596172-4,sh96008680,006.7|025.0422|025.04252,300265431,
Q7990118,wetland conservation,yes,no,1174133,,sh85146325,,,
Q104200566,wetland ecology,yes,no,1174157,,sh85146326,,,QH541.5.M3
Q1772875,wildlife biology,yes,no,,4461757-4,,591.63|599.163,,
Q766328,wildlife conservation,yes,no,1175253,,sh85146731,639,,
Q268378,work,yes,no,989798,4002567-6,sh90004091,331,300263340,
Q386724,work,yes,no,,4117633-9,,,300387357,
Q47461344,written work,yes,no,,4255550-4,,800,,
Q116255688,youth counseling,yes,no,1183380,4162822-6,sh2008124379,,,
Q318668,zooarchaeology,yes,no,,4211482-2,sh85005230,590.9|560,300251929,
Q2432331,zoophysiology,yes,no,,4060126-2,n83745266,571.1,,
Q106595016,American Indian law,yes,yes,969825,,sh85065315,,,
Q3621186,Arabic studies,yes,yes,,4142845-6,,892.7|492.7,,
Q4090659,Bulgarian studies,yes,yes,,4146908-2,,,,
Q216545,Christian theology,yes,yes,1149559,,sh85134665,230,,BR118-BR119.2
Q8008,Earth science,yes,yes,900729,4020288-4|4131991-6,sh85040468,550,300054542,
Q162817,East Asian studies,yes,yes,,4312428-8,,,,
Q15075764,European ethnology (Volkskunde),yes,yes,,4078937-8,,,,
Q625510,Indology,yes,yes,,4161576-1,,491.1|891.1,,
Q1367176,Iranian studies,yes,yes,,4162398-8,sh85067916,891.5|491.5,,
Q843909,Islamic studies,yes,yes,979852,4162468-3,sh85068408,297|297.071,,
Q3155376,Islamology,yes,yes,,,sh85068408,,,
Q3745495,Italian philology,yes,yes,,,sh85068840,,,
Q42002,Jewish studies,yes,yes,,4162796-9,sh85070866,,,
Q12211529,Middle Eastern studies,yes,yes,,,sh85090514,,,
Q156864,Slavic studies,yes,yes,,4055287-1,,491.8,,
Q15609389,South Asian languages,yes,yes,,,sh89003685,,,
Q189533,academic degree,yes,yes,,4141686-7,sh85036481,378.2,300312080,
Q5283295,administration,yes,yes,1351613,4063317-2,sh85000898|sh2002007910,351,300133011,
Q11943008,adolescent psychology,yes,yes,797018,,sh85000969,,,BF724
Q35986,aesthetics,yes,yes,798702,4000626-8,sh85001441,701.17|801.93|701,300054280|300312347,BH1-BH301
Q396340,agricultural economics,yes,yes,,4704302-7,sh85002427,338.1,,
Q3606845,agricultural science,yes,yes,801593,4068473-8,sh86001792|sh85002415,630,300025604,
Q396338,agroecology,yes,yes,800685,4000769-8,sh85002307,,,S589.7
Q173113,agronomy,yes,yes,801886,4421347-5,sh91006254,,300254393,
Q3968,algebra,yes,yes,804885,4001156-2,sh85003425,512,300054523,Z6654.A5
Q2346,analytical chemistry,yes,yes,,4129906-1,sh85023011,543,,
Q514,anatomy,yes,yes,,4001895-7,sh85004835,611,300054465,
Q435608,ancient history,yes,yes,,4131285-5,,,,
Q110310405,animal genetics,yes,yes,809196,,sh85005190,,,
Q23404,anthropology,yes,yes,810196,4002230-4,sh85005581,301|599.9,300054315,
Q538722,applied computer science,yes,yes,,4112526-5,,,,
Q23498,archaeology,yes,yes,812938,4002827-6,sh85006507,930.1,300054328,
Q12271,architecture,yes,yes,813346,4002851-3,sh85006611,720,300054156|300263552,NA1-NA9428
Q735,art,yes,yes,815177,,,700,300054138,N
Q2921001,art of drawing,yes,yes,,,,,300054196,
Q928865,art therapy,yes,yes,,4125709-1,sh85008334,,300054236,
Q11660,artificial intelligence,yes,yes,,4033447-8,sh85008180,006.3,300251574,Q334-Q342
Q2018526,arts,yes,yes,,4033422-3,sh85008324,700,300175240,
Q411,astrobiology,yes,yes,,4112608-7,sh90004216,576.839,,
Q333,astronomy,yes,yes,,4003311-9,sh85009003,520,300054534,QB
Q37547,astrophysics,yes,yes,,4003326-0,sh85009032,523.01,300054535,
Q757520,atmospheric sciences,yes,yes,2003481,,sh2018002590,,,
Q770723,auxiliary science of history,yes,yes,,4128874-9,sh85010480,907.2,,
Q243748,bacteriology,yes,yes,,4004304-6,sh85010864,579.3,,
Q794605,biblical studies,yes,yes,,4135590-8,,,300054307,
Q7094,biochemistry,yes,yes,831961,4006777-4,sh85014171,572,300054538,QD415-QD436
Q580689,bioengineering,yes,yes,,,sh85014134,,300250623,
Q52106,biogeography,yes,yes,,4006801-8,sh85014147,578.09|581.9|591.9,,
Q27172,biological anthropology,yes,yes,1062357,,sh85101512,599.9,300054322,
Q420,biology,yes,yes,832383,4006851-1,sh85014203,570,300054466,
Q193378,biomechanics,yes,yes,832558,4006880-8,sh85014236,571.43,,QH513
Q327092,biomedical engineering,yes,yes,,4074676-8,sh85014237,681.761|610.28,300250642,
Q864601,biomedicine,yes,yes,,4647152-2,,610.724,,
Q7100,biophysics,yes,yes,,4006891-2,sh85014253,571.4|612.014,,
Q7108,biotechnology,yes,yes,832729,4069491-4,sh85014263,660.6,,
Q441,botany,yes,yes,836869,4007842-5,sh85015976,580,300054467,
Q2043282,business administration,yes,yes,,4069402-1,,,,
Q83588,chemical engineering,yes,yes,852893,4349723-8,sh85022900,660,300054480,
Q2329,chemistry,yes,yes,,4009816-3,sh85022986,540,300054537,
Q910067,chemometrics,yes,yes,,4299578-4,sh2005000482,543.015195,300379926,
Q3411686,child psychology,yes,yes,854540,4073410-9,sh85023380,,,
Q1800439,church history,yes,yes,860740,,sh85025619,,300054308,
Q77590,civil engineering,yes,yes,,4004955-3,sh85026331,624,300054481,
Q495527,classical philology,yes,yes,,4164044-5,sh85026710,480,,
Q439072,classical studies,yes,yes,,4134281-1,,,,
Q841090,classics,yes,yes,,4134281-1,,,300054242,
Q52139,climatology,yes,yes,,4031178-8,sh85027044,551.6,300379447,
Q113097664,clinical child psychology,yes,yes,864344,,sh85027063,,,RJ503.3
Q199906,clinical psychology,yes,yes,,4031193-4,sh85027067,616.89,,
Q483639,cloud computing,yes,yes,1745899,7623494-0,sh2008004883,004.672,,
Q11680831,communication studies,yes,yes,,,,,300054349,
Q1122550,computer music,yes,yes,,4113239-7,sh85029511,,300393171,
Q80006,computer programming,yes,yes,872390,4076370-5,sh85107310,005,300054641,
Q21198,computer science,yes,yes,872451,4026894-9,sh89003285,004,300054575,
Q193463,continuum mechanics,yes,yes,,4032296-8,sh85031576,531,,
Q4917288,control engineering,yes,yes,,4076594-5,,,,
Q338,cosmology,yes,yes,880600,4114294-9,sh85033169,113|523.1,300054294,
Q4390239,counseling,yes,yes,,,sh85033421,,,
Q161733,criminology,yes,yes,,4033197-0,sh89002994,364,300054356,
Q28598,cultural anthropology,yes,yes,,4133903-4,,305.8,,
Q1143546,cultural studies,yes,yes,,4033597-5,sh93005685,306,,HM623|GN345.7
Q122705444,dairy science,yes,yes,,4169930-0,,,,
Q37732,demography,yes,yes,,4011412-0,sh85036659,304.6,300054357,
Q12128,dentistry,yes,yes,,4079454-4,sh85036953,617.6|617,300054517,
Q82604,design,yes,yes,,4011510-0,sh85037197,729|745.4,300054171,
Q651571,development studies,yes,yes,,4014937-7,,,,
Q7150,ecology,yes,yes,,4043207-5,sh85040752|sh99005735,577,300054468,
Q160039,econometrics,yes,yes,,4132280-0,sh85040763,330.015195,,
Q853915,economic geology,yes,yes,940720,4140085-9,sh85054085,553,,
Q47398,economic history,yes,yes,901974,7504419-5,sh85040817,,,
Q610859,economic sociology,yes,yes,,4066514-8,,,,
Q8134,economics,yes,yes,902116,4066528-8,sh85040850,330,300054359,HB1-HB130
Q159810,economy,yes,yes,,4066399-1,sh85040802,330,300389790,
Q8434,education,yes,yes,902499,4112628-2,sh85040989,370,300054360,
Q861689,education economics,yes,yes,,4006664-2,sh85041004,,,
Q43035,electrical engineering,yes,yes,,4014390-9,sh85041666,621.3,300054490,
Q11650,electronics,yes,yes,907538,4014346-6,sh85042383,537,300253971,
Q131683,embryology,yes,yes,,4014562-1,,571.86,,
Q81096,engineer,yes,yes,910639,4026955-3|4192847-7,sh85043249,620.0092,300025063,
Q11023,engineering,yes,yes,,4137304-2,sh85043176,620,300054474,
Q39286,entomology,yes,yes,,4152382-9,sh85044125,595.7,300251856,
Q321355,environmental chemistry,yes,yes,,4135167-8,sh85044168,577.14,,
Q753291,environmental economics,yes,yes,,4061638-1,sh93004763,338.927|333.7,,
Q146326,environmental engineering,yes,yes,912934,4061650-2,sh85044170,628,300054483,
Q188847,environmental science,yes,yes,,4137364-9,sh92004048,333.7|500,300054510,
Q133805,epidemiology,yes,yes,,4015016-1,sh85044373,614.4|636.08944,300379975,
Q132151,ethnography,yes,yes,,,,,300054319,
Q43455,ethnology,yes,yes,916106,4078931-7,sh85045198,305.8,300054316,
Q208365,etnomusicology,yes,yes,,4127833-1,sh85045421,780.89|780|305.8,300025564|300054241,
Q840400,evolutionary biology,yes,yes,,4153283-1,sh90004042,,,QH359-QH425
Q3505712,family medicine,yes,yes,,4135788-7,sh85047057,616,,
Q43015,finance,yes,yes,,,sh85048256,332,300055715,
Q1420050,fisheries science,yes,yes,,4401603-7,sh2005020061,,,
Q132116,folkloristics,yes,yes,,4329183-1,sh85050150,398.092,300055920,
Q1637030,food science,yes,yes,,4167048-6,sh2018000786,,,
Q495304,forensic science,yes,yes,932011,1199322490,sh90001487,363.25|614.1,300263373,
Q105552831,forest hydrology,yes,yes,1715752|965190,4393598-9,sh85063461,,,GB842
Q38112,forestry,yes,yes,,4017966-7,sh85050707,634.9,300054511,SD1-SD669.5
Q19924411,forestry science,yes,yes,,4155069-9,sh88003739,,,
Q3306816,freshwater biology,yes,yes,,,sh85051943,,,
Q190549,functional analysis,yes,yes,936061,4018916-8,sh85052312,515.7,300380275,
Q120569,gastroenterology,yes,yes,,4121313-0,sh85053479,616.33,,
Q1662673,gender studies,yes,yes,,4482930-9,,,,
Q1124169,genetic counseling,yes,yes,,,sh85053853,,,RB155.7
Q7162,genetics,yes,yes,,4071711-2,sh85053877,576.5,300138822,
Q161764,geochemistry,yes,yes,,4020198-3,sh85053960,551.9,300054543,
Q213891,geochronology,yes,yes,,4020199-5,,,,
Q131089,geodesy,yes,yes,,4020202-1,sh85053969,526.1,300054544,
Q1071,geography,yes,yes,,4020216-1,sh00005919,372.892|910|372.891,300054388,
Q1069,geology,yes,yes,940627,4020227-6,sh85054037,551|550,300054546,
Q46255,geophysics,yes,yes,,4020252-5,sh85054185,550,300264406|300054548,
Q2725393,global health,yes,yes,1181338,1262928265,sh85148199,,,RA441
Q131476,graph theory,yes,yes,,4113782-6,sh85056471,511.5,,QA166-QA166.249
Q911059,graphic arts,yes,yes,,,,,300264849,
Q31218,health economics,yes,yes,,4130935-2,sh85082915,338.473621,,RA410-RA410.9
Q870895,health informatics,yes,yes,1014175,4038261-8,sh89005069,610.285,,
Q843601,health sciences,yes,yes,,4249464-3,,610,300054515,
Q1344860,historically informed performance,yes,yes,,4197967-9,sh2020008754,,,
Q309,history,yes,yes,958235,4020517-4,sh85061212|sh99005024,900,,D
Q846742,history of religions,yes,yes,,,sh85112553,,300054309,
Q201486,history of science,yes,yes,,7504427-4,,509,,
Q83944,human evolution,yes,yes,963030,,sh85062868,,,GN281-GN289
Q12831143,human geography,yes,yes,,4133695-1,sh85005570,304.2,300054392,
Q2892439,human physiology,yes,yes,963183,,sh85062884,,,QP34-QP38
Q1587903,human science,yes,yes,,4481515-3,,,,
Q80083,humanities,yes,yes,963588,,sh85062913,001.3,300054136,
Q912065,hydrochemistry,yes,yes,1171592,4072678-2,sh85145539,,,GB855|GB857.3
Q182468,hydrography,yes,yes,,,sh85063443,551.46,300054549,
Q21550668,illustration,yes,yes,,,,741.6,300054200,
Q101929,immunology,yes,yes,,4026637-0|4072743-9,sh86002614,571.96,,
Q1411783,industrial organization,yes,yes,,4133311-1,sh85065909,338,,
Q750843,information processing,yes,yes,,4161678-9,,,,
Q16387,information science,yes,yes,972640,4128313-2,sh85066150,000,300054574,
Q189900,information security,yes,yes,,1217680330,,,,
Q11165,inorganic chemistry,yes,yes,,4002145-2,sh85023017,546,300054540,
Q11180,internal medicine,yes,yes,,4027074-9,sh85067347,616,,
Q47417,international economics,yes,yes,,4003856-7,sh85067395,337,,
Q4932206,jurisprudence,yes,yes,,4076570-2,sh85071088,348.04,,
Q657632,kinesiology,yes,yes,,4069421-5,sh85072383,152.3|796.07|612.76|796.01|613.7,,QP303
Q7748,law,yes,yes,,4048737-4,sh85075119,340|348,,K|K1-K7720.22
Q680004,legal history,yes,yes,,4121564-3,sh85075133,340.09,,
Q1331392,legal theory,yes,yes,,4126505-1,,,,
Q199655,library science,yes,yes,997916,4006465-7,sh85076723,020,300054576,
Q165838,limnology,yes,yes,998940,4035769-7,sh85077053,551.48,,
Q8162,linguistics,yes,yes,999202,4074250-7,sh85077222,410,300054245,P120.52-P149.22|P121
Q1333743,literary composing,yes,yes,871741,4136011-4,sh85029406,,,
Q208217,literary studies,yes,yes,,4036034-9,,,,
Q459381,literary theory,yes,yes,,4036031-3,sh85077509,801,300055893,
Q8242,literature,yes,yes,,4035964-5,sh85077507,800,300180362|300054273,PN
Q8078,logic,yes,yes,,4036202-4,sh85078106,160,300054292,BC1-BC199
Q183904,mammalogy,yes,yes,1006944,4168746-2,sh96010388,599,,
Q2920921,management,yes,yes,1007141,4037278-9,sh85080336,650,300054594,
Q7173,marine biology,yes,yes,,4169246-9,sh85081138,578.77,300264402,
Q4530312,marine ecology,yes,yes,1009513,4195671-0,sh85081156,,,
Q107267429,marine mammalogy,yes,yes,1009689,,sh98000806,,,
Q228736,materials science,yes,yes,,4079184-1,sh85082094,620.11,300054496|300251959,
Q7754,mathematical analysis,yes,yes,,4001865-9,sh85082116,515,,
Q395,mathematics,yes,yes,,4037944-9,sh85082139,510,300054522,
Q12453,measurement,yes,yes,,4038852-9,,530.8,300266037|300053578,
Q101333,mechanical engineering,yes,yes,1013375,4037790-8,sh85082757,621.8,300054504,
Q41217,mechanics,yes,yes,1013446,4038168-7,sh85082767,531,300054568,
Q180165,mechatronics,yes,yes,,4238812-0,sh93001518,621,,
Q1779521,medical anthropology,yes,yes,,7503792-0,sh85082859,,,
Q454812,medical jurisprudence,yes,yes,,4048805-6,sh85082955,614.1,300124744,
Q598976,medical microbiology,yes,yes,,4038264-3,sh85082974,616.904  1,,
Q11790210,medical sciences,yes,yes,1014601,,sh85083022,,,
Q11190,medicine,yes,yes,1014893,4038243-6,sh85083064,610,,
Q25261,meteorology,yes,yes,,4038953-4,sh85084334,551.5,300054550,
Q394,metrology,yes,yes,,4169749-2,sh2001008470,389,300379443,
Q7193,microbiology,yes,yes,,4316357-9,sh85084783,579,300054469,QR1-QR502
Q83353,mineralogy,yes,yes,,4039457-8,sh85085589,549,300054552,
Q38311,morphology,yes,yes,,4170560-9,,415.9,300054259,
Q638,music,yes,yes,1030269,4040802-4,sh85088762|sh99001795,780,300054146|300417584,
Q27908,music education,yes,yes,1030347,4040843-7,sh85088796,780.7|780.71|372.87044,,MT1-MT999
Q476590,music psychology,yes,yes,,4127817-3,,,,
Q6942562,musical performance,yes,yes,,,,,300262956,
Q164204,musicology,yes,yes,,4130526-7,sh85089048,780.72,300054240,
Q7175,mycology,yes,yes,1031307,4139655-8,sh85089188,579.5|616.96901,,
Q912169,nanoscience,yes,yes,1032629,7734987-8,sh2002000242,500,,
Q7991,natural science,yes,yes,,4041421-8,,500,300233656,
Q2728012,neurobiology,yes,yes,1036315,4041871-6,sh85091114,,,
Q207011,neuroscience,yes,yes,,7555119-6,sh91006099,573.8|612.8,,
Q187084,newspaper studies,yes,yes,,4127685-1,,,,
Q121176,nursing,yes,yes,1041731,4032813-2,sh85093362,610.73,300054519,
Q43518,oceanography,yes,yes,,4074685-9,sh85093937,551.46,300054553,
Q297672,oenology,yes,yes,,4126172-0,,663.2001,300189477,
Q162555,oncology,yes,yes,,4075658-0,sh85094724,616.994,,
Q44325,ontology,yes,yes,1045995,4075660-9,sh85094833,111,300054295,BD300-BD450
Q11351,organic chemistry,yes,yes,853501,4043793-0,sh85023022,547,300054541,
Q476294,oriental studies,yes,yes,,4172819-1,sh85008624,492.072|892.072,,
Q7206,paleoanthropology,yes,yes,,4173104-9,sh2001004516,569.9,300054326,
Q1578310,paleobiology,yes,yes,,4173106-2,sh85097024,560,,
Q192694,paleobotany,yes,yes,,4044361-9,sh85097026,561,300379414,
Q7205,paleontology,yes,yes,1051513,4044375-9,sh85097123,560,300054555,
Q180502,parasitology,yes,yes,,4122308-1,sh85097922,571.999,,QL757
Q7922,pedagogy,yes,yes,,4044302-4,,370,,
Q123028,pediatrics,yes,yes,,4030594-6,sh85099185,618.92,,
Q35140,performance,yes,yes,,4143388-9,sh00005755,792|175|790.2|791,300069200,
Q1273174,petroleum engineering,yes,yes,,,sh85100427,,,
Q128406,pharmacology,yes,yes,1060259,4045687-0,sh85100599,174.2951|615.1|615,300137970,
Q40634,philology,yes,yes,,4174271-0,sh85100821,400|800,300054278,
Q488059,philosophical anthropology,yes,yes,1060766,4045798-9,sh85100845,128,300054321,
Q5891,philosophy,yes,yes,1060777,4045791-6,sh85100849|sh99005065,100|109,300054279,
Q190721,philosophy of history,yes,yes,,4020529-0,sh2002006356,901,,
Q126842,philosophy of law,yes,yes,,4048821-4,sh85075139,340.1,,K201-K487
Q209295,philosophy of religion,yes,yes,1093794,4049415-9,sh85112554,210,300054303,BL51
Q59115,philosophy of science,yes,yes,,4117665-0|4202787-1|4121935-1,sh85118582,501|001.01|121|1--01,,Q174-Q175.3
Q35395,phonetics,yes,yes,,4045830-1,sh85101053,414.8,300054262,
Q11372,physical chemistry,yes,yes,853521,4045959-7,sh85023027,541,300224431,
Q14632398,physical science,yes,yes,,,sh89005705,,300054532,
Q413,physics,yes,yes,,4045956-1,sh85101653,530,300054559,
Q521,physiology,yes,yes,1063177,4045981-0,sh85101679|sh99005103,571,300054471,
Q771220,phytogeography,yes,yes,,4045561-0,sh85101689,581.9,,
Q104998020,piano performance,yes,yes,1063372,,sh85101747,,,
Q1387972,plant ecology,yes,yes,1065415,4045575-0,sh85015985,581.7,,
Q116251723,plant microbiology,yes,yes,1066055,,sh85102865,,,QR351
Q188956,plant pathology,yes,yes,,4130197-3,sh85102732,571.92|632,,
Q185973,plant physiology,yes,yes,,4045580-4,sh85102796,575,,
Q27778,political anthropology,yes,yes,,4293325-0,sh85104345,320.11,,
Q179805,political philosophy,yes,yes,,4076226-9,sh88004669,320.01,,B65
Q36442,political science,yes,yes,1069781,4076229-4,sh85104440,320,300054438,
Q750446,polymer chemistry,yes,yes,,4168684-6,,,,
Q181839,pragmatics,yes,yes,,4076315-8,sh85106058,401.41|401.45|306.44,300054264,
Q41630,psychoanalysis,yes,yes,,4047689-3,sh85108411,150.195,300054450,BF173-BF175.5|RC500-RC510
Q9418,psychology,yes,yes,1081447,4047704-6,sh85108459,150,300054446,
Q624758,psychopathology,yes,yes,,,sh85108479,616.89,,
Q189603,public health,yes,yes,1082238,4139691-1|4139640-6,sh85108638,362.1,300132827,RA|RA421-RA790.95
Q546113,public policy,yes,yes,,4182679-6,sh85056091,,300055507|300054445,
Q24965354,rangeland management,yes,yes,1089831,,sh85111362,,,
Q34187,religious studies,yes,yes,,4049426-3,sh85112556,,,
Q42240,research,yes,yes,1095153,4017894-8,sh85113021,001.4,300054687|300254807,Q179.9-Q180.7
Q271707,rheology,yes,yes,,4049828-1,,531.1134,300379689,
Q81009,rhetoric,yes,yes,1096948,4076704-8,sh85113628|sh00007543,800,300054298,P301-P301.5
Q170978,robotics,yes,yes,,4261462-4,sh85114628,629.892,300179504,
Q336,science,yes,yes,1108176,4066562-8,sh85118553|sh00007934,001.2,300054462,Q
Q2485457,science education,yes,yes,1108387,,sh85118587,507.1,,
Q2736989,science of public administration,yes,yes,,4137670-5,,,,
Q26710929,security science,yes,yes,,1112677186,,,,
Q83371,seismology,yes,yes,1111306,4379341-1,sh85119634,551.22,300266706,QE531-QE541
Q39645,semantics,yes,yes,1112079,4054490-4,sh85119870|sh2001008780,401.43,300054268,
Q60195,semiotics,yes,yes,,4054498-9,sh85119950,302.2,300054254,
Q502159,serology,yes,yes,,4054613-5,sh85120300,616.0756|616.0795,300380564,
Q27939,singing,yes,yes,,4020470-4,sh85122827,782|783,300264372,
Q269915,sinology,yes,yes,,4137926-3,sh85024195,495.1|895.1,,
Q29051,social anthropology,yes,yes,,4129436-1,,306,300137966,
Q161272,social psychology,yes,yes,,4055891-5,sh85123994,302,300054452,HM1001-HM1281
Q34749,social science,yes,yes,1122877,4055916-6,sh85124003,300,300054314,H
Q160845,sociolinguistics,yes,yes,,4077623-2,sh85124195,306.44,300054255,
Q21201,sociology,yes,yes,,4077624-4,sh85124200,301,300054453,
Q829367,sociology of education,yes,yes,,,sh85041146,,,
Q80993,software engineering,yes,yes,1124185,4116521-4,sh87007398,005.1,,
Q1195766,space sciences,yes,yes,1127807,4117629-7,sh85125953,629.435,,
Q2313389,speech science,yes,yes,,4182549-4,,,,
Q349,sport,yes,yes,1130432,4056366-2,sh85126887|sh00007735,306.483,300222725,GV561-GV1198.995
Q840545,sports medicine,yes,yes,,4056405-8,sh85126948,617.102  7,,RC1200-RC1245
Q1298380,sports science,yes,yes,,4056442-3,sh86000064,,,
Q12483,statistics,yes,yes,,4056995-0,sh85127580,001.422,300026924,QA276-QA280
Q376657,strategic management,yes,yes,,4124261-0,,,,
Q633538,structural engineering,yes,yes,,,sh85129198,,300054506,
Q1066186,study of history,yes,yes,,4020535-6,,901,300054394,
Q40821,surgery,yes,yes,,4009987-8,sh85130766,617,300137832,
Q682496,systems engineering,yes,yes,,4140901-2,sh85131750,620.001171,300054507,
Q352842,teaching,yes,yes,,4241291-2|4317063-8,,370,300069743,
Q11016,technology,yes,yes,,4059276-5,sh85133147,405.09,300056069,
Q418,telecommunications,yes,yes,1145830,4059360-5,sh85133270,384|621.382,300054355,
Q1061219,telecommunications engineering,yes,yes,,4041066-3,,,,
Q11635,theatre art,yes,yes,1149217,4059702-7,sh85134522,792,300417582,
Q960543,theatre studies,yes,yes,,4185058-0,,,,
Q34178,theology,yes,yes,,4059758-1,sh2001008984,230,300054313,
Q321150,theoretical chemistry,yes,yes,,4185098-1,,541.2,,
Q2878974,theoretical computer science,yes,yes,,4196735-5,,004.0151,,
Q42989,topology,yes,yes,1152692,4060425-1,sh85136089,514,,
Q7218,toxicology,yes,yes,,4060538-3,,571.95|615.9,300251568,
Q2516517,transport sciences,yes,yes,,4187847-4,,,,
Q775325,transportation engineering,yes,yes,,,sh85137069,,300138818,
Q170201,veterinary medicine,yes,yes,,4078315-7,sh85143046,636.089,300312255,
Q104998197,violin performance,yes,yes,1167365,,sh85143555,,,
Q7215,virology,yes,yes,,4063597-1,sh85143799,579.2,,
Q2746658,visual anthropology,yes,yes,,1028524978,sh93005976,305.80208,,
Q1757598,visual art education,yes,yes,,4033637-2,sh85007505,372.5|707.1,300174155,
Q36649,visual arts,yes,yes,,4114333-4,sh85007461,,300054154,
Q4387041,watershed management,yes,yes,1172716,,sh85145748,,,TC413
Q105575936,wildlife resources,yes,yes,1175429,,sh96005596,,,
Q249,wireless communication,yes,yes,1176209,,sh92006740,,,
Q431,zoology,yes,yes,1184696,4067960-3,sh85149983,590,300054472,
