qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q11398,biological classification,Q24249534|Q7211,specialised classification scheme|taxonomy,,,,,,,,578.012,,,,,
Q2996394,biological process,Q64732777|Q17320256,biological phenomenon|physical process,Q30336093,biological system,Q1823478|Q22299142,biological interaction|biological phase,,,,,,00010541n,BiologicalProcess,,
Q55568967,biological structure,Q6671777|Q16686022,structure|natural physical object,,,,,,,,,,,,,
Q420,biology,Q7991|Q864928,natural science|life sciences,,,Q183252|Q7150|Q441|Q431|Q4785356|Q514|Q7175|Q7162|Q105582462|Q7141|Q840400|Q177005|Q2728012|Q7193|Q7108|Q7094|Q7100,morphology|ecology|botany|zoology|archaeobiology|anatomy|mycology|genetics|biology of colour|cell biology|evolutionary biology|computational biology|neurobiology|microbiology|biotechnology|biochemistry|biophysics,832383,4006851-1,sh85014203,570,300054466,00010543n,Biology,,
Q105582462,biology of colour,Q420,biology,,,,,,,,,,,,,
Q193378,biomechanics,Q7100|Q41217,biophysics|mechanics,,,,,832558,4006880-8,sh85014236,571.43,,,Biomechanics,,QH513
Q327092,biomedical engineering,Q11023|Q864601,engineering|biomedicine,,,,,,4074676-8,sh85014237,681.761|610.28,300250642,03256946n,BiomedicalEngineering,,
Q1048526,biomedical informatics,Q4027615,informatics,,,,,,,,,,,,,
Q864601,biomedicine,Q11190|Q420,medicine|biology,,,,,,4647152-2,,610.724,,00010558n,Biomedicine,,
Q130320558,biomolecular archaeology,Q637284,archaeological science,,,,,1763661,,sh2010013493,,,,,,CC79.B56
Q7100,biophysics,Q420|Q413|Q113212772,biology|physics|medical and biological physics,,,,,,4006891-2,sh85014253,571.4|612.014,,,Biophysics,,
Q4915287,biosocial criminology,Q161733,criminology,,,,,,,,,,,,,
Q864826,biostratigraphy,Q134783|Q7205,stratigraphy|paleontology,Q134783|Q7205,stratigraphy|paleontology,,,,4137626-2,sh85097152,561.11|560.17,,,,,
Q7108,biotechnology,Q11016,technology,Q11016|Q420,technology|biology,Q742990|Q25419089,industrial biotechnology|medical biotechnology,832729,4069491-4,sh85014263,660.6,,,Biotechnology,,
Q136352,bird anatomy,Q8198634|Q10818163,animal anatomy|vertebrate anatomy,,,,,,,sh85014311,,,,,,QL697|SF767.B57
Q111680421,bird genetics,Q4869597|Q110310405,batrachology|animal genetics,,,,,,,,,,,,,
Q111680396,bird physiology,Q2432331|Q44703,zoophysiology|ornithology,,,,,833051,,sh85014325,,,,,,QL698
Q104886715,block,Q175263|Q1146944,data structure|block,Q20514253,blockchain,,,,,,,,,,,
Q1146944,block,Q175263|Q2198779|Q107435521,data structure|unit|record,Q64817736,drive,,,,,,,,,,,
Q20514253,blockchain,Q25110971|Q8513|Q339678|Q15836568|Q175263|Q27948,distributed ledger|database|distributed data storage|computer network protocol|data structure|list,,,Q104886715,block,1981761,,sh2016002790,,,17407540n,,,
Q130236442,blood physiology,Q521,physiology,,,,,,,,,,,,,
Q1416259,body psychotherapy,Q183257,psychotherapy,,,Q1326190|Q87736180,dance therapy|Q87736180,,4223421-9,,615.851|616.8914,,,BodyPsychotherapy,,
Q441,botany,Q420,biology,,,Q655362|Q2725616|Q185973|Q7201518|Q591138|Q1387972|Q4021|Q1138244|Q771220|Q640068|Q272737|Q212919|Q192694,plant morphology|plant reproduction|plant physiology|plant genetics|Plant evolutionary developmental biology|plant ecology|plant anatomy|phytosociology|phytogeography|phytochemistry|phenology|palynology|paleobotany,836869,4007842-5,sh85015976,580,300054467,00012322n,Botany,,
Q108226334,braided river ecology,Q104780697|Q7150,stream ecology|ecology,,,,,1748955,,sh2009007945,,,,,,
Q5687161,branch of agriculture,Q268592|Q8187769,industry|economic activity,Q55640|Q31837529,primary sector of the economy|Q31837529,,,,,,,,,,,
Q28598684,branch of biology,Q2465832,branch of science,,,,,,,,,,,,,
Q104193250,branch of ecology,Q28598684|Q7150,branch of biology|ecology,,,,,,,,,,,,,
Q81517619,branch of history,Q11862829|Q17524420,academic discipline|aspect of history,Q1066186,study of history,,,,,,,,,,,
Q130304502,branch of meteorology,Q2465832|Q25261,branch of science|meteorology,,,,,,,,,,,,,
Q105760881,branch of sociology,Q2465832|Q4671286|Q21201,branch of science|academic major|sociology,Q21201,sociology,,,,,,,,,,,
Q109727983,burn surgery,Q40821,surgery,,,,,,,,,,,,,
Q19862406,business activity,Q451967,intentional human activity,Q159810,economy,Q4830453|Q268592|Q3958441|Q11419343|Q851587,business|industry|economic sector|sales position|business process,,,,,300054343,,BusinessActivity,,
Q2043282,business administration,Q5283295|Q19862406,administration|business activity,Q2414942|Q5001951|Q24208053,management science|business studies|business economics,Q11606393,faculty of business administration,,4069402-1,,,,,BusinessAdministration,,
Q111843526,business anthropology,Q23404|Q177304,anthropology|applied anthropology,Q21505779,social and cultural anthropology,,,,,,,,,,,
Q1017569,business development,Q1150070|Q192581|Q5001951,change|job activity|business studies,,,,,,,,,,,,,
Q18564125,business management,Q2920921,management,Q101802668,business administration and personnel management,,,,,,,,,,,
Q1391080,business software,Q166142,application,,,,,,,,,,,BusinessComputerProgram,,
Q5001951,business studies,Q9347372,studies,Q34749,social science,,,,,,,,,,,
Q149972,calculus,Q4464|Q7754,advanced mathematics|mathematical analysis,,,Q149999|Q150008,differential calculus|integral calculus,,,sh85018802,515,300054528,,Calculus,,
Q216861,calculus of variations,Q7754,mathematical analysis,Q113208892,"calculus of variations, systems theory and control theory",,,,,sh85018809,515.64,,,,,TA347.C3
Q107278510,canal ecology,Q104193250|Q104196941|Q7150,branch of ecology|aquatic ecology|ecology,,,,,845222,,sh85019430,,,,,,QH541.5.C24
Q113129005,cardiovascular medicine and haematology,Q864601,biomedicine,,,Q103824,hematology,,,,,,,,,
Q2421951,care,Q10477377,love for fellow humans,,,,,,,,,,,,,
Q112269680,cartooning,Q21550668|Q2921001,illustration|art of drawing,,,,,,,,,,,,,
Q5051759,catchment hydrology,Q42250,hydrology,,,,,,,,,,,,,
Q217413,category theory,,,Q5758318|Q114705834,"higher category theory|theory of sets, relations and functions",Q77544558,category theory terminology,,4120552-2,,,,03408627n,CategoryTheory,,
Q126368867,cecidiology,Q420,biology,,,,,,,,,,,,,
Q7141,cell biology,Q420,biology,Q420,biology,,,,4070177-3,,611,,00024908n,CellBiology,,QH573-QH671
Q10472873,cell engineering,Q580689,bioengineering,,,,,,,,,,,,,
Q66568582,cell morphology,Q66591980|Q183252,Foundational Model of Anatomy attribute entity|morphology,,,,,,,,,,,,,
Q105279359,cello music performance,Q6942562,musical performance,,,,,,,,,,,,,
Q5067949,chain of events,Q26907166|Q133250|Q133250|Q1190554,temporal entity|sequence|sequence|occurrence,,,Q1190554,occurrence,,,,,,,,,
Q1150070,change,Q67518978,occurrent,Q26697825,change and continuity,,,,,,,,,ChangeOfStatusEvent,,
Q57629717,chaos engineering,Q2193887,reliability engineering,,,,,,,,,,,,,
Q2165586,characterization,Q228736|Q11850141,materials science|materials testing,,,,,,,,,,,,,
Q24002214,cheloniology,Q9307400,reptiliology,,,,,,,,,,,,,
Q700919,chemical ecology,Q7150|Q2329,ecology|chemistry,,,,,852881,4123004-8,sh91002611,,,,ChemicalEcology,,
Q83588,chemical engineering,Q11023,engineering,,,,,852893,4349723-8,sh85022900,660,300054480,00018107n,ChemicalEngineering,,
Q100526288,chemical technique,Q3918374,scientific technique,,,,,,,,,,,,,
Q910164,cheminformatics,Q2329|Q21198|Q4027615,chemistry|computer science|informatics,,,,,,4290091-8,sh2003001403,,,,Chemoinformatics,,
Q2329,chemistry,Q14632398,physical science,,,Q11351|Q11372|Q11165|Q369472|Q321150|Q7094|Q2346|Q910172|Q321355|Q750446,organic chemistry|physical chemistry|inorganic chemistry|computational chemistry|theoretical chemistry|biochemistry|analytical chemistry|food chemistry|environmental chemistry|polymer chemistry,,4009816-3,sh85022986,540,300054537,00018123n,Chemistry,,
Q910067,chemometrics,Q2329|Q12483|Q2539,chemistry|statistics|machine learning,,,,,,4299578-4,sh2005000482,543.015195,300379926,02494238n,,,
Q1727025,chess psychology,Q632190,sport psychology,,,,,,,,,,,,,
Q407784,child development,Q2347178,development of the human body,Q9418,psychology,,,854393,,sh2001002085,,,,,,
Q3411686,child psychology,Q175002|Q407784,developmental psychology|child development,,,,,854540,4073410-9,sh85023380,,,,,,
Q128284215,chromosomology,Q3009579,cytology,,,,,,,,,,,,,
Q130788,chronology,Q336|Q11471,science|time,,,,,,4010178-2,sh85025406,529,300252008,,Chronology,,
Q1800439,church history,Q846742|Q216545,history of religions|Christian theology,,,,,860740,,sh85025619,,300054308,,,,
Q136580777,civil and environmental engineering,Q11023,engineering,,,Q77590|Q146326,civil engineering|environmental engineering,,,,,,,,,
Q77590,civil engineering,Q11023|Q136580777,engineering|civil and environmental engineering,,,Q775325|Q1349130|Q633538|Q11888449|Q2674423|Q811115,transportation engineering|geotechnical engineering|structural engineering|foundation engineering|construction engineering|construction management,,4004955-3,sh85026331,624,300054481,00019361n,CivilEngineering,,
Q106991653,clarinet performance,Q6942562,musical performance,,,,,,,,,,,,,
Q11397,classical mechanics,Q41217|Q81745,mechanics|classical physics,,,,,,4038168-7,,,,,ClassicalMechanics,,
Q495527,classical philology,Q40634|Q841090,philology|classics,Q841090,classics,Q757248,papyrology,,4164044-5,sh85026710,480,,,,,
Q439072,classical studies,Q928786,area studies,,,,,,4134281-1,,,,,,,
Q841090,classics,Q928786|Q439072,area studies|classical studies,Q309|Q541923,history|ancient literature,Q495527,classical philology,,4134281-1,,,300054242,,ClassicalStudies,,
Q107278364,cliff ecology,Q7150,ecology,,,,,864216,,sh99000303,,,,,,QH541.5.C62
Q110477651,climate change ecology,Q52139|Q7150,climatology|ecology,,,,,,,,,,,,,
Q52139,climatology,Q52107|Q5334416|Q25261|Q43518,physical geography|atmospheric physics|meteorology|oceanography,Q757520,atmospheric sciences,,,,4031178-8,sh85027044,551.6,300379447,13877826n,Climatology,,
Q130109910,climatopathology,Q7208,pathology,,,,,,,,,,,,,
Q113212893,clinical and health psychology,Q9418,psychology,,,Q199906|Q1403186,clinical psychology|health psychology,,,,,,,,,
Q113097664,clinical child psychology,Q199906|Q3411686,clinical psychology|child psychology,,,,,864344,,sh85027063,,,,,,RJ503.3
Q121493590,clinical dentistry,Q12128|Q4388032,dentistry|clinical medicine,,,,,,,,,,,,,
Q10546286,clinical physiology,Q521,physiology,,,,,,,,,,,,,
Q199906,clinical psychology,Q9418|Q113212893,psychology|clinical and health psychology,Q113212893,clinical and health psychology,,,,4031193-4,sh85027067,616.89,,,ClinicalPsychology,,
Q113129019,clinical sciences,Q864601,biomedicine,,,,,,,,,,,,,
Q483639,cloud computing,Q771906|Q241317|Q1668024,system resource|computing platform|service on Internet,,,,,1745899,7623494-0,sh2008004883,004.672,,,,,
Q106195625,coaching,Q3055155,sports training,,,,,865060,,sh85027299,,,,,,
Q126368892,coccidology,Q39286,entomology,,,,,,,,,,,,,
Q900651,coenology,Q7150,ecology,,,Q1138244|Q1469726,phytosociology|zoocoenology,,,,,,,,,
Q2200417,cognition,Q781413|Q14912053,cognitive process|nervous system process,Q77468620,psychological terminology,Q160402|Q6501338|Q18733|Q133500|Q309100|Q1937869,perception|attention|recall|learning|planning|orientation,,4031630-0,sh85027742,,300055149,00020452n,Cognition,,
Q2853045,cognitive anthropology,Q147638|Q23404,cognitive science|anthropology,Q28598|Q27172,cultural anthropology|biological anthropology,,,,4164463-3,,,,00302745n,,,
Q1147152,cognitive behavioral therapy,Q16262180|Q183257|Q199906|Q538904|Q3919817|Q2354820|Q147638,behavior therapy|psychotherapy|clinical psychology|applied psychology|behavioral sciences|evidence-based practice|cognitive science,Q77468620|Q9418,psychological terminology|psychology,Q5141234|Q1208421|Q17141942,cognitive processing therapy|dialectical behavior therapy|cognitive emotional behavioral therapy,,4114250-0,,,,,,,
Q508969,cognitive linguistics,Q8162|Q23373,linguistics|cognitive psychology,,,,,,4246269-1,,410.1835,,,CognitiveLinguistics,,
Q781413,cognitive process,Q12047513|Q2996394|Q12047512,mental process|biological process|psychological phenomenon,,,,,,,,,300264362,,StrictlyMentalEvent,,
Q23373,cognitive psychology,Q9418,psychology,Q9418|Q77468620,psychology|psychological terminology,,,,4073586-2,sh87007652,155.413|155.6713|153|155.513,,,CognitivePsychology,,
Q147638,cognitive science,Q9418|Q23407|Q8162|Q23404|Q207011,psychology|philosophy of mind|linguistics|anthropology|neuroscience,,,Q11660|Q9471|Q23373|Q660910|Q508969|Q207125,artificial intelligence|epistemology|cognitive psychology|neurophysiology|cognitive linguistics|nonverbal communication,,4193780-6,sh88006179,006.3|612.8233|153,,00020459n,,,
Q2342494,collectable,Q488383|Q2424752,object|product,,,,,,,sh85027984,,300124990,00020624n,Collectible,,
Q2668072,collection,Q386724|Q16887380|Q17489659|Q7725310,work|group|group of works|series of creative works,,,Q18593264,item of collection or exhibition,,4128844-0,,,300025976,,Collection,,
Q4227971,collective ownership,Q1400881,property,,,,,,,,,,,,,
Q110113602,combat mechanic,Q114950450,resolution mechanics,,,,,,,,,,,,,
Q76592,combinatorics,,,Q121416,discrete mathematics,,,,4164746-4,sh85028802,511.6,,03305061n,,,
Q131560888,cometology,Q333,astronomy,,,,,,,,,,,,,
Q113043123,"commerce, management, tourism and services",Q7406919,service,,,Q26643|Q49389|Q113209366|Q22811962|Q2414942,commerce|tourism|commercial services|management studies|management science,,,,,,,,,
Q11024,communication,Q6031064,information exchange,Q451967|Q2305441,intentional human activity|social process,Q1066689|Q1434121,human communication|animal communication,,4031883-7,sh85029027,302.2,300137794,00021221n,Communication,,
Q333657,communication design,,,,,,,,,,,,,CommunicationDesign,,
Q132364,communication protocol,Q317623|Q6046311,technical standard|interface standard,,,,,,,,,,00021227n,CommunicationProtocol,,
Q11680831,communication studies,Q34749,social science,Q113128675,"language, communication, and cultural studies",,,,,,,300054349,,CommunicationStudies,,
Q741338,comparative law,Q4932206,jurisprudence,Q113212643|Q17625876,international and comparative law|comparatism,,,,4115712-6,sh85029299,340|340.2,,,,,
Q1720648,comparison,Q3249551|Q1379672,process|evaluation,,,,,,,,,300077124,,Comparison-Examination,,
Q193756,complex analysis,Q7754,mathematical analysis,Q114728138,complex analysis in several variables,,,,4018935-1,sh85052356,515.9,,03389002n,,,
Q116751803,composing,Q47407603|Q10843872,artistic creation|process,,,,,,,,,,,,,
Q177005,computational biology,Q420|Q117801|Q16387,biology|computational science|information science,,,,,,,,,,,,,
Q369472,computational chemistry,Q117801|Q910164|Q110245486,computational science|cheminformatics|theoretical and computational chemistry,Q110245486,theoretical and computational chemistry,,,,,sh2020006312,,300380501,,ComputationalChemistry,,
Q182557,computational linguistics,Q21198|Q12553063,computer science|mathematical linguistics,,,,,,4035843-4,sh85077224,006.35,300054250,00021463n,Linguistics-Computational,,
Q117801,computational science,Q33521|Q21198,applied mathematics|computer science,,,,,,,,,,00316837n,,,
Q23808,computer interface,Q1129239|Q110558466,controller|interface,Q21198,computer science,,,,4053059-0,,,,00047090n,,,
Q629206,computer language,Q192161|Q15621286,formal language|intellectual work,,,,,,,,,300419459,,ComputerLanguage,,
Q1122550,computer music,,,,,,,,4113239-7,sh85029511,,300393171,15075544n,ComputerMusic,,
Q15836568,computer network protocol,Q132364,communication protocol,,,,,,,sh85029512,,,,NetworkProtocol,,
Q40056,computer program,Q4303335|Q11491547,program|routine,Q1143070|Q7397|Q56822593,software suite|software|vampire,,,,4047394-6,sh85029524,,,00021492n,ComputerProgram,,
Q80006,computer programming,Q1914636|Q205961,activity|skill,Q21198|Q638608,computer science|software development,,,872390,4076370-5,sh85107310,005,300054641,00021493n,ComputerProgramming,,
Q21198,computer science,Q816264,formal science,,,Q2878974|Q538722|Q11660|Q844718,theoretical computer science|applied computer science|artificial intelligence|theory of computation,872451,4026894-9,sh89003285,004,300054575,00021494n,,,
Q11492827,computer science and engineering,Q85753733|Q189533,computing education|academic degree,,,,,,,,,,,,,
Q2312561,computer science in sport,,,,,,,,,,,,,,,
Q179310,computing,Q1914636|Q5268834,activity|information and communications technology,,,,,,,,,,,Computing,,
Q85753733,computing education,Q8434,education,,,,,,,,,,,,,
Q241317,computing platform,Q2424752|Q994895,product|technical system,,,,,,,,,,,ComputingPlatform,,
Q151885,concept,Q7048977|Q15916540|Q2145290|Q1347367,abstract entity|semantic unit|mental representation|aptitude,,,,,,4005248-5,sh85029623,153.23,,00021547n,Concept,,
Q120969792,conceptual clustering trees,,,,,,,,,,,,,,,
Q120910065,conceptual modeling,,,,,,,,,,,,,,,
Q5158431,conceptual spaces,,,Q77468620,psychological terminology,,,,,,,,,,,
Q17008777,conceptualization,Q2200417,cognition,,,,,,,,,,,,,
Q128392,concurrent computing,Q80006,computer programming,,,,,,,,,,,ConcurrentComputing,,
Q214781,condensed matter physics,Q413|Q21213340,physics|continuum physics,,,,,,4132810-3,sh85030765,530.41,,,CondensedMatter,,
Q813912,condition,Q3505845,state,,,,,,,,,,,,,
Q203790,connectionism,,,Q11660,artificial intelligence,,,,4265446-4,sh88001138,,,,,,
Q85914626,consensus algorithm,Q8366,algorithm,,,,,,,,,,,,,
Q628403,conservation,Q875686|Q832237,environmental ethics|environmental protection,,,,,,,,,,,Conservation,,
Q641498,conservation biology,Q65246763,environmental management,Q420,biology,,,,,sh95000524,,,,,,
Q105497417,conservation education,Q948732,environmental education,,,,,875552,,sh85031260,,,,,,
Q120910075,constraints,,,,,,,,,,,,,,,
Q2674423,construction engineering,Q11023,engineering,Q77590,civil engineering,Q811115,construction management,,,,,,,,,
Q811115,construction management,,,Q2674423|Q2920921,construction engineering|management,,,,,,,,,,,
Q105535151,contemporary performance,Q6942562,musical performance,,,,,,,,,,,,,
Q193463,continuum mechanics,Q11397|Q21213340,classical mechanics|continuum physics,Q21213340|Q41217,continuum physics|mechanics,,,,4032296-8,sh85031576,531,,03415511n,,,
Q21213340,continuum physics,Q413,physics,,,,,,,,,,,,,
Q18603648,contributing factor,Q813912|Q67518978,condition|occurrent,Q2574811,cause,,,,,,,,,,,
Q29017603,control,Q1914636|Q1347367,activity|aptitude,,,,,,,,,,,,,
Q4917288,control engineering,Q11023|Q682496,engineering|systems engineering,Q787422|Q1777655|Q113104535,"automation technology|engineering cybernetics|control engineering, mechatronics and robotics",,,,4076594-5,,,,,ControlEngineering,,
Q113104535,"control engineering, mechatronics and robotics",Q11023,engineering,,,Q4917288|Q180165|Q170978,control engineering|mechatronics|robotics,,,,,,,,,
Q367293,convention,Q16889133,class,,,,,877170,,sh85031684,390,300055807,,Normal-Usual,,
Q3979448,convergence test,Q937228,property,Q7754,mathematical analysis,,,,,,,,,,,
Q380962,cooperation,Q52948,interaction,,,,,,4032386-9,sh85032203,158,300379396,,CooperationEvent,,
Q1297822,copyright,Q108855835,intellectual property right,Q38746,author's rights,Q29562412|Q2857297|Q12058576|Q24808942|Q1285253,translation rights|reproduction right|broadcasting rights|adaptation right|publication right,,4062127-3,,,300055598,,,,K1411-K1485
