qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc,flag_reason
Q483130,geographic information system,Q166142|Q121182|Q2695280,application|information system|technique,,,,,1752691|940423,4261642-6,sh2003007733|sh90001880,910.285,300263887,00396333n,GeographicInformationSystem,,G70.212-G70.217,
Q124623991,geographic media,Q1503262,geomedia,Q1071,geography,,,,,,,,,,,,
Q3578760,geographical economy,Q159810,economy,,,Q100773131,regional economy,,,,,,,,,,
Q1071,geography,Q8008|Q336,Earth science|science,,,Q135995350,evolutionary geography,,4020216-1,sh00005919,372.892|910|372.891,300054388,00040163n,Geography,,,
Q47452440,geography and history,,,,,Q1071|Q1066186,geography|study of history,,,,,,,,,,
Q11424632,geography education,Q7921|Q8434,didactic method|education,,,,,,,,,,,,,,
Q115690351,geography of anarchism,Q1071,geography,,,,,,,,,,,,,,
Q3123438,geography of the Middle East,Q2001617,geography of Asia,,,,,,,,,,,,,,
Q3123464,geohistory,Q309|Q1071,history|geography,,,,,,,,,,,,,,
Q918779,geoinformatics,Q124468378|Q4027615,geoinformation science|informatics,Q619798|Q538722,geomatics|applied computer science,,,1930737,7571300-7,sh2015002292,,,,,,,
Q124623841,geoinformation analysis,Q121775330,geospatial analysis,,,,,,,,,,,,,,
Q124468378,geoinformation science,Q64811452,geospatial science,,,,,,,,,,,,,,
Q124504922,geoinformation technology,Q11661|Q124468378,information technology|geoinformation science,,,,,,,,,,,,,,
Q43521,geologic time scale,Q317623|Q12764401,technical standard|chronological dating,,,Q4005761,geochronological unit,,,sh85054035,,300391250,,GeologicTimeScale,,,
Q9707696,geological engineering,Q1069|Q11023|Q9347372,geology|engineering|studies,Q106387954|Q24962856,earth science studies|engineering studies,,,,,,,,,,,,
Q1069,geology,Q7991|Q8008,natural science|Earth science,,,,,940627,4020227-6,sh85054037,551|550,300054546,00040170n,Geology,,,
Q55693914,geology and exploration of mineral and energy resources - gemer,,,,,,,,,,,,,,,,
Q64808978,geology and geophysics,,,,,,,,,,,,,,,,
Q2466,geology of Mars,Q751439|Q126733835,planetary geology|areology,Q104499,planetary science,,,,,sh85081556,,,,,,,
Q1648514,geology of the Moon,Q126181255|Q751439,selenology|planetary geology,,,,,,,sh85078856,,,,,,,
Q619798,geomatics,Q1870019|Q21198,spatial science|computer science,,,Q1145468,study of geomatics,,,sh99004272,,,,Geomatics,,,
Q3123503,geomatics business,Q619798,geomatics,,,,,,,,,,,,,,
Q1986550,geomatics engineering,Q619798|Q11023,geomatics|engineering,,,,,,,,,,,,,,
Q2670285,geomechanics,Q46255,geophysics,,,Q471872|Q1191291,soil mechanics|rock mechanics,,4126903-2,,,,,,,,
Q1503262,geomedia,Q340169,communications media,,,,,,,,,,,,,,
Q124623997,geomedia technology,Q11016,technology,,,,,,,,,,,,,,
Q3526918,geometric measure theory,,,Q15614122,measure theory,,,,,,,,,,,,
Q8087,geometry,Q395,mathematics,Q395,mathematics,,,,4020236-7,sh85054133,516,300054529,00040181n,Geometry,,QA440-QA699,
Q135526571,geomonitoring,Q2143522,monitoring,,,,,,,,,,,,,,
Q52109,geomorphology,Q52107|Q11862829,physical geography|academic discipline,Q113098300,geomorphology and regolith and landscape evolution,Q83296,lithosphere,940955,4130684-3,sh85054165,551.41,300054547,00040183n,Geomorphology,,,
Q113098300,geomorphology and regolith and landscape evolution,,,,,Q113098209|Q52109,regolith and landscape evolution|geomorphology,,,,,,,,,,
Q5535560,geophony,Q6980787,natural sound,Q1358257,soundscape,,,,,,,,,,,,
Q46255,geophysics,Q413|Q104499,physics|planetary science,Q8008,Earth science,,,,4020252-5,sh85054185,550,300264406|300054548,,Geophysics,,,
Q3123544,geophysiology,Q8008,Earth science,,,,,,,,,,,,,,
Q3718726,geopolitical economy,Q271857|Q159385,classical economics|geopolitics,Q5128296,Classical Marxism,,,,,,,,,,,,
Q159385,geopolitics,Q166542,international relations,Q191320,political geography,,,,4156741-9,sh85054192,320.12,300255147,00040191n,,,JC319,
Q121775330,geospatial analysis,Q1938983,spatial analysis,,,,,,,,,,,,,,
Q137045724,geospatial analytics,Q485396,analytics,,,,,,,,,,,,,,
Q137047124,geospatial data analysis,Q9150413|Q121775330,spatial data analysis|geospatial analysis,,,,,,,,,,,,,,
Q137047508,geospatial data analytics,Q485396|Q137045724,analytics|geospatial analytics,,,,,,,,,,,,,,
Q124635458,geospatial education,Q8434|Q7921,education|didactic method,,,,,,,,,,,,,,
Q5548545,geospatial engineering,Q1986550,geomatics engineering,Q64811452,geospatial science,,,,,,,,,,,,
Q124471792,geospatial information science,Q64811452|Q137918437,geospatial science|spatial information science,,,,,,,,,,,,,,
Q136656525,geospatial information technology,Q11661|Q124504922,information technology|geoinformation technology,,,,,,,,,,,,,,
Q64811452,geospatial science,Q1071,geography,,,,,,,,,,,,,,
Q124634732,geospatial technology,Q11016,technology,,,,,,,,,,,,,,
Q1991280,geostrategy,Q159385,geopolitics,,,,,,,,,,,,,,
Q1349130,geotechnical engineering,Q2674423,construction engineering,Q77590,civil engineering,,,,4156771-7,sh2013000289,624.151,300379880,00381323n,GeotechnicalEngineering,,,
Q132251395,geotechnology,Q11016,technology,,,,,,,,,,,,,,
Q2405851,geriatric dentistry,Q12128,dentistry,,,,,,,,,,,,,,
Q1278031,geriatric psychiatry,Q7867|Q10384,psychiatry|geriatrics,Q7867|Q10384,psychiatry|geriatrics,,,,4001475-7,sh85054311,618.97689,,,GeriatricPsychiatry,,,
Q10384,geriatrics,Q10387|Q11190|Q2518253,gerontology|medicine|health services research,,,,,,4071745-8,sh85054315,618.97,,,,,,
Q103690307,geromics,Q222046|Q10387,genomics|gerontology,,,,,,,,,,,,,,
Q10387,gerontology,Q34749|Q113129019,social science|clinical sciences,,,,,,4071757-4,sh85054694,305.26,300054393,,,,,
Q1514684,gerontopsychology,,,,,,,,,,,,,,,,
Q828879,gestalt therapy,Q183257|Q272021,psychotherapy|Gestalt psychology,,,,,,4020726-2,sh85054724,616.89143,,,,,,
Q64808981,ge­net­ics and mo­lecu­lar bios­ciences,,,,,,,,,,,,,,,,
Q3108896,glirology,Q183904,mammalogy,,,,,,,,,,,,,,
Q17017346,global analysis,Q7754,mathematical analysis,,,,,,,sh85055284,,,,,,,
Q64687605,global business,,,,,,,,,,,,,,,,
Q1531622,global catastrophic risk,Q63645802|Q13582404|Q64728935|Q573879|Q25455120,disaster risk|danger|future event|extreme risk|global risk,,,,,,,,,,,,,,
Q104180455,global change biology,Q420,biology,,,,,,,,,,,,,,
Q108375446,global finance,Q43015,finance,,,,,,,,,,,,,,
Q1524235,global governance,Q1553864,governance,,,,,,,,,,,,,,
Q2725393,global health,Q189603,public health,,,,,1181338,1262928265,sh85148199,,,,GlobalHealth,,RA441,
Q5570465,global leadership,,,,,,,,,,,,,,,,
Q11300876,global management,,,,,,,,,,,,,,,,
Q5570874,global politics,Q7163,politics,,,,,,,sh85148216,,,,,,,
Q64809208,global polit­ics and com­mu­nic­a­tion,,,,,,,,,,,,,,,,
Q121084857,global security,,,,,,,,,,,,,,,,
Q88663570,glomery,,,,,,,,,,,,,,,,
Q105809559,glossography,,,,,,,,,,,,,,,,
Q5572649,glycoproteomics,Q471857,proteomics,,,,,,,,,,,,,,
Q3109383,glyptology,Q23498|Q243330,archaeology|gemology,,,,,,,,,,,,,,
Q962213,gnathology,Q12128,dentistry,,,,,,,,,,,,,,
Q124422551,gnotobiology,Q420,biology,,,,,,,,,,,,,,
Q1537205,goniometry,Q8087,geometry,,,,,,,,,,,,,,
Q12096833,goniometry,Q12453,measurement,Q2299570,somatology,,,,,,,,,,,,
Q5582892,good regulator theorem,,,Q123637,cybernetics,,,,,,,,,,,,
Q1553864,governance,Q428148,regulation,,,,,,,,,,,Governance,,,
Q64687491,governance and public policy,,,,,,,,,,,,,,,,
Q3754526,government administration,Q31728|Q327333|Q35798|Q4383245,public administration|government agency|executive branch|public authority,,,,,,,,,,00001426n,GovernmentalAdministration,,,
Q129254777,government studies,Q34749,social science,,,,,,,,,,,,,,
Q8091,grammar,Q367293|Q8162,convention|linguistics,Q8162,linguistics,,,,4021806-5,sh85056259,415,300263250|300252962,00041302n,Grammar,,,
Q76953,grammatology,Q80083,humanities,,,,,,,,,,,,,,
Q110094650,granular mechanics,Q41217,mechanics,,,,,,,,,,,,,,
Q131476,graph theory,Q17737|Q395,theory|mathematics,Q121416|Q21198|Q76592,discrete mathematics|computer science|combinatorics,Q1192971,network theory,,4113782-6,sh85056471,511.5,,00397107n,GraphTheory,,QA166-QA166.249,
Q120969797,graph topology,,,,,,,,,,,,,,,,
Q1411056,graphemics,,,Q1528015,grapholinguistics,,,946592,4131535-2,sh85056473,,300054251,01052713n,,,P211.5,
Q911059,graphic arts,Q1914636|Q3249551,activity|process,,,,,,,,,300264849,,,,,
Q185925,graphic design,Q82604,design,Q82604|Q11024,design|communication,,,,,,760,300054181,00041416n,GraphicDesign,,,
Q113127945,"graphics, augmented reality and games",Q21198,computer science,,,Q150971|Q254183|Q675281,computer graphics|augmented reality|game studies,,,,,,,,,,
Q5597333,graphonomics,Q8162,linguistics,,,,,,,,,,,,,,
Q104800105,grassland ecology,Q7150,ecology,,,,,946801,,sh85056524,,,,,,QH541.5.P7,
Q135333433,grassland science,Q336|Q738011,science|landscape ecology,,,,,,,,,,,,,,
Q131782974,green biotechnology,Q7108,biotechnology,Q7108,biotechnology,,,,,,,,,,,,
Q725361,green chemistry,Q2329,chemistry,,,,,,7563215-9,,,,,GreenChemistry,,,
Q19605512,green information technology,Q11661|Q3516929,information technology|green technology,Q64812807,information systems studies,,,,,,,,,,,,
Q3516929,green technology,Q11016,technology,,,,,,,,,,,,,,
Q113095615,greenhouse gas inventories and fluxes,Q112939747,Climate change science,,,,,,,,,,,,,,
Q5610516,gross pathology,Q7208,pathology,,,,,,,,,,,GrossPathology,,,
Q104800843,groundwater ecology,Q20417087|Q104800917,freshwater ecology|underground ecology,,,,,948336,,sh94002922,,,,,,QH541.5.G76,
Q113114806,groundwater quality processes and contaminated land assessment,Q113043256,pollution and contamination,,,,,,,,,,,,,,
Q16887380,group,Q28813620,set,,,Q35120|Q36809769|Q36808958,entity|member of a group|element of set,,,,,300404444|300241507,,Group,,,
Q3482410,group behaviour,Q921513,social behavior,,,,,,,,,,,,,,
Q837393,group psychotherapy,Q183257,psychotherapy,,,,,948490,4072158-9,sh85057493,616.89152,,,GroupPsychotherapy,,,
Q107292942,growth of scholarly literature,Q472342,scientometrics,,,,,,,,,,,,,,
Q2033429,grunt science,,,,,,,,,,,,,,,,
Q107432112,guidance and counseling,,,,,Q4390239,counseling,,,,,,,,,,
Q64802733,guidance counselling,,,,,,,,,,,,,,,,
Q105107179,guitar performance,Q6942562,musical performance,,,,,,,,,,,,,,
Q11637397,gungaku,Q2560087,military art,,,,,,,,,,,,,,
Q1221899,gynaecology,Q843601,health sciences,Q80015,obstetrics and gynaecology,,,949684,4018225-3,sh85058092,618,,,Gynecology,,,
Q3481436,habitat conservation,Q2001056|Q20113959,land management|nature conservation,,,,,950055,,sh91001894,,,,,,,
Q131627505,hadeology,Q104499,planetary science,Q104499,planetary science,,,,,,,,,,,,
Q234343,hadith,Q47461344,written work,,,,,950112,1153832267,sh85058192,,,00042443n,Hadith,,KBP450,
Q109715408,hagiographic studies,,,,,,,,,,,,,,,,
Q2034710,hagiology,Q36279,biography,,,,,,,,,,,,,,
Q2749409,happiness economics,,,Q8134,economics,,,,,,,,,,,,
Q124004604,haptics,,,,,,,,,,,,,,,,
Q2522419,hard science,Q336,science,Q28800541,hard and soft science,,,,,,,,,,,,
Q876215,harmonic analysis,Q1988917,data analysis,Q4464|Q7754,advanced mathematics|mathematical analysis,,,951490,4023453-8,sh85058939,515.2433,,,,,,
Q106163201,harp performance,Q6942562,musical performance,,,,,,,,,,,,,,
Q106293524,harpsichord performance,Q6942562,musical performance,,,,,,,,,,,,,,
Q5687675,hazard identification,,,Q189447,risk management,,,,,,,,,,,,
Q12147,health,Q7189713|Q16681739|Q19829125,physiological condition|normality|absence,,,,,952743,4020754-7,sh85059518,610,300055133,,HealthState,,,
Q1137608,health administration,Q3754526|Q2920921,government administration|management,,,,,,,sh85059600,,,,HealthcareManagement,,,
Q64687430,health and society,,,,,,,,,,,,,,,,
Q119465868,health architecture,Q12271,architecture,,,,,,,,,,,,,,
Q19374090,health behaviour,Q3769299,human behavior,,,,,,,,,,,,,,
Q31207,health care,Q7406919|Q2421951,service|care,Q11000047|Q55638,health system|tertiary sector of the economy,,,,,sh00005607|sh85082871,362.1,,00043361n,HealthCare,,,
Q113168456,health care administration,Q2518253,health services research,,,,,,,,,,,,,,
Q55693901,health care management,Q2920921,management,Q2920921,management,,,,,,,,,,,,
Q4353774,health communication,,,,,,,,,,,,,,,,
Q31218,health economics,Q8134,economics,,,Q1567856|Q1420413,pharmacoeconomics|health technology assessment,,4130935-2,sh85082915,338.473621,,02013065n,HealthEconomics,,RA410-RA410.9,
Q60894,health education,Q8434|Q1851928,education|health promotion,Q113156829,"medicine, nursing and health curriculum and pedagogy",,,,,sh85059537,613.071,,,HealthEducation,,,
Q5690958,health humanities,Q80083,humanities,,,,,,,,,,,,,,
Q870895,health informatics,Q21198|Q11190,computer science|medicine,Q113168608,health informatics and information systems research,,,1014175,4038261-8,sh89005069,610.285,,,,,,
Q113168608,health informatics and information systems research,Q2518253,health services research,,,Q113168820|Q870895,health information systems research|health informatics,,,,,,,,,,
Q113168820,health information systems research,,,Q113168608,health informatics and information systems research,,,,,,,,,,,,
Q530962,health law,Q49371|Q428148,legislation|regulation,,,,,,,,,,03511941n,,,,
Q5691117,health management system,Q11190|Q629173,medicine|management system,,,,,,,,,,,,,,
Q98970243,health metrics sciences,Q336,science,,,,,,,,,,,,,,
Q1519812,health policy,Q546113|Q843601,public policy|health sciences,Q7163|Q11000047,politics|health system,Q11900327|Q29572498,disability policy|public health policy,,4113743-7,sh85083002,,,,HealthPolicy,,,
Q18348859,health policy and management,Q2920921,management,,,,,,,,,,,,,,
Q2057971,health problem,Q7189713|Q621184|Q639907|Q87075524|Q567555,physiological condition|problem|medical finding|health risk|anomaly,,,,,,,,,,,,,,
Q1851928,health promotion,Q1773974,preventive medicine,,,,,,4294611-6,sh85059591,,,,,,,
Q1403186,health psychology,Q9418|Q113212893,psychology|clinical and health psychology,Q113212893,clinical and health psychology,,,,,sh86007745,,,,,,,
Q843601,health sciences,Q28797|Q864928,applied science|life sciences,,,,,,4249464-3,,610,300054515,,,,,
Q9353606,health service,Q70477383|Q11000047,health care resources|health system,,,,,,,,,,,HealthcareService,,,
Q64689363,health services management,,,Q2920921|Q9353606,management|health service,,,,,,,,,,,,
Q2518253,health services research,Q2752427|Q70450952|Q17003063,medical research|health planning|health care quality,,,,,,,,,,,,,,
Q112939653,health systems,Q2518253,health services research,,,,,,,,,,,,,,
Q1420413,health technology assessment,Q18391886,economic evaluation,,,Q1754768,cost-effectiveness analysis,,,,,,,,,,
Q105771305,health workforce policy,Q1519812,health policy,,,,,,,,,,,,,,
Q160289,hearing,Q160402|Q14908172,perception|sensory perception of mechanical stimulus,Q1051623|Q569965,five wits|audiology,Q11461,sound,,4125741-8,sh85009496,155.422215|152.15,300055139,00007120n,Hearing,,,
Q103884376,hearing science,Q336,science,,,,,,,,,,,,,,
Q190805,heart disease,Q389735,cardiovascular disease,,,,,953527,,sh85059651,,,,,,,
Q11381403,heat transfer engineering,,,Q11023,engineering,,,,,,,,,,,,
Q5697629,hedonology,,,,,,,,,,,,,,,,
Q2740627,heliophysics,Q413|Q333|Q37547,physics|astronomy|astrophysics,,,,,,,,,,,,,,
Q1976068,helminthology,Q180502|Q124650805,parasitology|vermeology,Q180502|Q12744095,parasitology|invertebrate zoology,,,954805,4122195-3,sh85060075,592.3|616.962|632.623|636.0896962,,01499584n,,,,
Q5710255,helping behavior,Q3769299|Q2990613,human behavior|prosocial behavior,Q223642,interpersonal relationship,,,954850,4024289-4,sh85060103,,,,,,,
Q103824,hematology,Q11180|Q113129005,internal medicine|cardiovascular medicine and haematology,Q11180|Q113129005,internal medicine|cardiovascular medicine and haematology,,,,4022796-0,sh85060130,616.15,,,Hematology,,,
Q17143415,hematopathology,Q103824|Q18500556|Q7208,hematology|clinical biology|pathology,,,,,,,,,,,,,,
Q1642137,hemodynamics,Q521,physiology,,,,,,,sh85060196,,,,,,,
Q5712543,hemorheology,Q271707|Q1642137|Q70680972,rheology|hemodynamics|blood physiological phenomena,,,,,,4123326-8,sh88007874,,,,,,,
Q134805772,hepaticology,Q441,botany,,,,,,,,,,,,,,
Q18336,heraldry,Q770723,auxiliary science of history,Q770723,auxiliary science of history,,,,4072428-1,,929.6,300077808,00043773n,Heraldry,,,
Q1365310,heresiology,Q34178,theology,,,,,,,,,,,,,,
Q113115026,heritage collections and interpretations,Q460162,museology,,,Q574107,heritage interpretation,,,,,,,,,,
Q574107,heritage interpretation,,,Q113115026,heritage collections and interpretations,,,,,sh95004992,,,,,,,
Q107966857,heritage language teaching,Q2313213,language education,,,,,,,,,,,,,,
Q64808611,heritage management,Q2920921,management,,,,,,,,,,,,,,
Q25101906,heritage studies,Q34749,social science,Q113077601,"history, heritage and archaeology",,,,,,,,,,,,
Q119853693,hermeneutic phenomenology,Q102686,hermeneutics,,,,,,,,,,,,,,
Q102686,hermeneutics,Q5891,philosophy,,,Q4584408|Q135792990,Ta'wil|Theological Interpretation of Scripture,,4128972-9,sh00006024,121.68,300055858,03568559n,Hermeneutics,,,
Q131627345,hermeology,Q104499,planetary science,Q104499,planetary science,,,,,,,,,,,,
Q174416,herpetology,Q18358830,vertebrate zoology,,,Q4869597|Q9307400,batrachology|reptiliology,955655,4159629-8,sh85060464,597.9,300379433,00043884n,,,,
Q130798468,high-pressure physics,Q413,physics,,,,,,,,,,,,,,
Q136822,higher education,Q9166713|Q117460485,tertiary education|education and research,Q446760,educational system,Q352842|Q42240,teaching|research,,,sh85041065,378,300054370,00044107n,,,,
Q13405601,higher geodesy,Q131089,geodesy,,,,,,,,,,,,,,
Q1157006,hippology,Q183904,mammalogy,,,,,,,,,,,,,,
Q1109432,hispanism,Q1277348|Q2198855,Romance studies|cultural movement,,,,,,,sh85126190,,,,,,,
Q3136525,histoenzymology,Q2880775|Q7168,enzymology|histology,,,,,,,,,,,,,,
Q11424633,histoire-géographie,,,,,,,,,,,,,,,,
Q7168,histology,Q420|Q514,biology|anatomy,,,,,,4025092-1,sh85061084,611,300379445,,Histology,,,
Q904555,historical Chinese phonology,Q47491145|Q10958685,historical phonology|Q10958685,,,Q35137|Q2016252|Q701013,Old Chinese|Middle Chinese|Sino-Xenic pronunciation,,,,,,,,,,
Q358120,historical anthropology,Q23404,anthropology,,,,,,,sh2008009851,,,,,,,
Q12766879,historical astronomy,Q309|Q333,history|astronomy,,,,,,,,,,,,,,
Q124153088,historical biogeography,,,Q52106|Q1066186,biogeography|study of history,,,,,,,,,,,,
Q12261349,historical cartography,Q42515,cartography,,,,,,,,,,,,,,
Q1620858,historical climatology,Q52139,climatology,,,,,,4225827-3,,,,,,,,
Q580130,historical demography,Q37732|Q1066186,demography|study of history,,,,,,7503030-5,,,,,,,,
Q1053639,historical ecology,Q7150,ecology,,,,,,,,,,,,,,
Q754590,historical geology,Q1069,geology,,,,,,4025104-4,sh85061190,,,02605115n,,,,
Q190375,historical linguistics,Q8162,linguistics,Q113128713,"historical, comparative and typological linguistics",,,,4127276-6,sh85061192,417,300054257|300389745,,HistoricalLinguistics,,P140-P143.3,
Q47491145,historical phonology,Q190375|Q35395|Q40998,historical linguistics|phonetics|phonology,,,,,,,sh2002006230,,,,,,,
Q657069,historical reenactment,Q1914636|Q386724|Q132241|Q47728,activity|work|festival|hobby,,,,,,,,,300265214,,HistoricalReenactment,,,
Q12075100,historical research,Q42240,research,,,,,,,sh85061225,,,,,,,
Q120969790,historical research data interoperability,,,,,,,,,,,,,,,,
