qid,label,master_id,master_id_type,master_label,source,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q11491273,applied chemistry,4216597-0,gnd_id,applied chemistry,discipline,Q2329,chemistry,,,,,,4216597-0,,,,,,,
Q538722,applied computer science,4112526-5,gnd_id,applied computer science,discipline,Q21198|Q11016,computer science|technology,,,,,,4112526-5,,,,,,,
Q3737629,applied ecology,sh96009482,lcsh_id,applied ecology,major,,,,,,,,,sh96009482,,,,,,QH541.29
Q321249,applied linguistics,sh85006168,lcsh_id,applied linguistics,major,,,,,,,,4127822-7,sh85006168,418,300054247,,,,
Q33521,applied mathematics,sh93002523,lcsh_id,applied mathematics,major,,,,,,,,4142443-8,sh93002523,519,300054524,,,,
Q373065,applied physics,621,ddc,applied physics,major,,,,,,,,4193885-9,,621,300054560,,,,
Q538904,applied psychology,sh85108472,lcsh_id,applied psychology,discipline,Q9418|Q28797,psychology|applied science,Q113043917,applied and developmental psychology,,,,4002028-9,sh85108472,158,,,,,
Q28797,applied science,4142447-5,gnd_id,applied science,discipline,Q336,science,,,,,,4142447-5,,,,,AppliedTechnology,,
Q1347367,aptitude,sh85000155,lcsh_id,aptitude,discipline,Q1207505,quality,,,,,,4153521-2,sh85000155,,300220066,,Knack,,
Q235258,aqidah,4900632-0,gnd_id,aqidah,major,,,,,,,,4900632-0,,,,,,,
Q5728861,aquatic biology,sh85006231,lcsh_id,aquatic biology,discipline,Q420|Q4782809,biology|aquatic science,,,,,811975,4026300-9,sh85006231,,,,,,
Q104196941,aquatic ecology,sh85006232,lcsh_id,aquatic ecology,discipline,Q7150|Q5728861,ecology|aquatic biology,,,,,811988,4293663-9,sh85006232,577.6|577.7,,,,,QH541.5.W3
Q4782809,aquatic science,sh85006246,lcsh_id,aquatic science,discipline,Q336|Q43518|Q864928,science|oceanography|life sciences,,,Q165838|Q43518|Q7173|Q42250,limnology|oceanography|marine biology|hydrology,812097,,sh85006246,,,,,,
Q637284,archaeological science,sh85006517,lcsh_id,archaeological science,discipline,Q23498,archaeology,,,,,,4130392-1,sh85006517,930.10285,300122729,,,,
Q23498,archaeology,sh85006507,lcsh_id,archaeology,discipline,Q1066186,study of history,Q113077601,"history, heritage and archaeology",Q59220886|Q819121|Q637284,archaeological numismatics|osteology|archaeological science,812938,4002827-6,sh85006507,930.1,300054328,00005391n,Archaeology,Archaeology,
Q10418049,archiving,300054627,aat_id,archiving,discipline,Q17008276,collections management,,,,,,,,,300054627,,,,
Q928786,area studies,sh85006988,lcsh_id,area studies,discipline,Q1665984|Q23010558|Q1143546,"interdisciplinary science|area, ethnic, cultural, gender, and group studies|cultural studies",,,,,,,sh85006988,,,,AreaStudies,,
Q11205,arithmetic,sh85007163,lcsh_id,arithmetic,discipline,Q20920559,procedure,Q395,mathematics,,,,4002919-0,sh85007163,513,300054525,,Arithmetic,,
Q735,art,815177,fast_id,art,discipline,Q17537576,creative work,Q11042|Q2018526,culture|arts,,,815177,,,700,300054138,00005927n,Art,,N
Q50637,art history,sh85007488,lcsh_id,art history,major,,,,,,,,4138803-3,sh85007488,709,300054233,,,,
Q2921001,art of drawing,300054196,aat_id,art of drawing,discipline,Q36649|Q911059|Q115654911,visual arts|graphic arts|writing or drawing,,,,,,,,,300054196,,,,
Q11629,art of painting,750,ddc,art of painting,major,,,,,,,,4037213-3,,750,300054216,,,,
Q11634,art of sculpture,sh85119004,lcsh_id,art of sculpture,major,,,,,,,,4046277-8,sh85119004,730,300264383,,,,NB1-NB1952
Q928865,art therapy,sh85008334,lcsh_id,art therapy,discipline,Q838202,expressive therapy,,,,,,4125709-1,sh85008334,,300054236,,ArtTherapy,,
Q11660,artificial intelligence,sh85008180,lcsh_id,artificial intelligence,discipline,Q21198|Q120208|Q1156402,computer science|emerging technology|reasoning,,,Q5514059|Q203790|Q105604957|Q2539,symbolic artificial intelligence|connectionism|ethical artificial intelligence|machine learning,,4033447-8,sh85008180,006.3,300251574,,ArtificialIntelligence,,Q334-Q342
Q2018526,arts,sh85008324,lcsh_id,arts,discipline,Q451967|Q80083,intentional human activity|humanities,Q11042,culture,Q735,art,,4033422-3,sh85008324,700,300175240,,Arts,,
Q46737,asset,sh85008784,lcsh_id,asset,discipline,Q1554231,resource,Q46834|Q21094121|Q864368,balance sheet|assets and liabilities|accounting equation,,,,4141749-5,sh85008784,,,,Assets-Economics,,
Q411,astrobiology,sh90004216,lcsh_id,astrobiology,discipline,Q420|Q333,biology|astronomy,,,,,,4112608-7,sh90004216,576.839,,,,,
Q11680018,astrochemistry,sh85033157,lcsh_id,astrochemistry,discipline,Q2329|Q37547|Q11491273|Q333,chemistry|astrophysics|applied chemistry|astronomy,,,,,,4133733-5,sh85033157,523.02,,03576890n,Astrochemistry,,
Q181505,astrometry,sh85008942,lcsh_id,astrometry,discipline,Q333,astronomy,,,,,,4207657-2,sh85008942,522,,,Astrometry,,
Q333,astronomy,sh85009003,lcsh_id,astronomy,discipline,Q14632398|Q475023|Q7991|Q336,physical science|exact science|natural science|science,,,,,,4003311-9,sh85009003,520,300054534,00006663n,Astronomy,,QB
Q37547,astrophysics,sh85009032,lcsh_id,astrophysics,discipline,Q333|Q413|Q25508843,astronomy|physics|cosmic physics,,,,,,4003326-0,sh85009032,523.01,300054535,00006667n,Astrophysics,,
Q542,athletics,sh85009153,lcsh_id,athletics,major,,,,,,,820127,4035163-4,sh85009153,796.4|796.42,300189623,,,,
Q5334416,atmospheric physics,sh85009289,lcsh_id,atmospheric physics,discipline,Q14632398,physical science,,,,,,,sh85009289,,,,AtmosphericPhysics,,
Q757520,atmospheric sciences,sh2018002590,lcsh_id,atmospheric sciences,discipline,Q8008|Q188847,Earth science|environmental science,,,Q25261|Q287919|Q5334416|Q52139|Q104499,meteorology|atmospheric chemistry|atmospheric physics|climatology|planetary science,2003481,,sh2018002590,,,,AtmosphericScience,,
Q6501338,attention,sh85009391,lcsh_id,attention,discipline,Q781413|Q2200417,cognitive process|cognition,Q77468620|Q110620109,psychological terminology|memory and attention,Q4818236,attentional control,820788,4068943-8,sh85009391,153.733|153.1532,,,,,
Q4818236,attentional control,153.1532,ddc,attentional control,discipline,Q1717246|Q29017603,prevention|control,Q77468620,psychological terminology,Q12888920|Q107338202,selection|ignoring,,,,153.1532,,,,,
Q706835,auto mechanic,sh85010164,lcsh_id,auto mechanic,major,,,,,,,,4698904-3|4288271-0|4288272-2,sh85010164,629.222092|629.2092|629.2023,,,,,
Q190117,automotive industry,sh90002778,lcsh_id,automotive industry,major,,,,,,,,4032690-1,sh90002778,338.47629222,,,,,
Q770723,auxiliary science of history,sh85010480,lcsh_id,auxiliary science of history,discipline,Q1066186|Q11790198,study of history|auxiliary science,Q1066186,study of history,Q47307,genealogy,,4128874-9,sh85010480,907.2,,01990001n,,,
Q618779,award,sh85113526,lcsh_id,award,discipline,Q16686448|Q1791627|Q7302601,artificial object|cultural artifact|recognition,,,Q38033430,class of award,824442,4136668-2,sh85113526,,300026842,00000704n,Award,,AS935-AS945
Q186531,axiology,4079189-0,gnd_id,axiology,major,,,,,,,,4079189-0,,,300054283,,,,
Q243748,bacteriology,sh85010864,lcsh_id,bacteriology,discipline,Q7193|Q598976,microbiology|medical microbiology,,,Q115254236,cytobacteriology,,4004304-6,sh85010864,579.3,,,Bacteriology,,
Q184631,ballistics,sh85011312,lcsh_id,ballistics,major,,,,,,,,4004356-3,sh85011312,531.55,300232690,,,,
Q463604,baltistics,4576777-4,gnd_id,baltistics,major,,,,,,,,4576777-4,,,,,,,
Q647525,behavioral economics,sh85040859,lcsh_id,behavioral economics,major,,,,,,,,7751254-6,sh85040859,,,,,,HB74.P8
Q794605,biblical studies,4135590-8,gnd_id,biblical studies,discipline,Q34187|Q42002|Q34178,religious studies|Jewish studies|theology,,,,,,4135590-8,,,300054307,03115041n,BiblicalStudies,,
Q134995,bibliography,sh85013838,lcsh_id,bibliography,major,,,,,,,831351,4006432-3,sh85013838,010,300026497,,,,
Q2901245,bibliology,002,ddc,bibliology,major,,,,,,,,4146819-3,,002,,,,,
Q603441,bibliometrics,sh85013873,lcsh_id,bibliometrics,major,,,,,,,,4145244-6,sh85013873,020.727,,,,,
Q858810,big data,sh2012003227,lcsh_id,big data,discipline,Q42848,data,,,,,,4802620-7,sh2012003227,005.7,,,,,
Q864191,bioacoustics,sh85014119,lcsh_id,bioacoustics,discipline,Q82811,acoustics,,,,,,4125205-6,sh85014119,596.1594,,03444469n,,,
Q7094,biochemistry,sh85014171,lcsh_id,biochemistry,discipline,Q420|Q11351,biology|organic chemistry,Q2329|Q420,chemistry|biology,,,831961,4006777-4,sh85014171,572,300054538,00010518n,Biochemistry,,QD415-QD436
Q1898366,bioclimatology,sh85014127,lcsh_id,bioclimatology,discipline,Q52139|Q7150,climatology|ecology,,,,,831991,4145609-9,sh85014127,577.22|560.4522,,,,,
Q194294,bioethics,sh85014136,lcsh_id,bioethics,major,,,,,,,,4006791-9,sh85014136,174.957|205.64957|241.64957,,,,,QH332
Q52106,biogeography,sh85014147,lcsh_id,biogeography,discipline,Q420|Q52107,biology|physical geography,Q112969963,Biogeography and phylogeography,Q771220|Q599991,phytogeography|zoogeography,,4006801-8,sh85014147,578.09|581.9|591.9,,00010532n,Biogeography,,
Q128570,bioinformatics,sh00003585,lcsh_id,bioinformatics,major,,,,,,,,4611085-9,sh00003585,570.285|004.015,,,,,
Q27172,biological anthropology,sh85101512,lcsh_id,biological anthropology,discipline,Q23404,anthropology,Q23404,anthropology,,,1062357,,sh85101512,599.9,300054322,00062160n,BiologicalAnthropology,,
Q2299570,somatology,sh85101512,lcsh_id,biological anthropology,discipline,Q23404|Q219488,anthropology|primatology,,,,,,,sh85101512,,,,,,
Q11398,biological classification,578.012,ddc,biological classification,discipline,Q24249534|Q7211,specialised classification scheme|taxonomy,,,,,,,,578.012,,,,,
Q420,biology,sh85014203,lcsh_id,biology,discipline,Q7991|Q864928,natural science|life sciences,,,Q183252|Q7150|Q441|Q431|Q4785356|Q514|Q7175|Q7162|Q105582462|Q7141|Q840400|Q177005|Q2728012|Q7193|Q7108|Q7094|Q7100,morphology|ecology|botany|zoology|archaeobiology|anatomy|mycology|genetics|biology of colour|cell biology|evolutionary biology|computational biology|neurobiology|microbiology|biotechnology|biochemistry|biophysics,832383,4006851-1,sh85014203,570,300054466,00010543n,Biology,,
Q193378,biomechanics,sh85014236,lcsh_id,biomechanics,discipline,Q7100|Q41217,biophysics|mechanics,,,,,832558,4006880-8,sh85014236,571.43,,,Biomechanics,,QH513
Q864601,biomedicine,610.724,ddc,biomedicine,discipline,Q11190|Q420,medicine|biology,,,,,,4647152-2,,610.724,,00010558n,Biomedicine,,
Q130320558,biomolecular archaeology,sh2010013493,lcsh_id,biomolecular archaeology,discipline,Q637284,archaeological science,,,,,1763661,,sh2010013493,,,,,,CC79.B56
Q7100,biophysics,sh85014253,lcsh_id,biophysics,discipline,Q420|Q413|Q113212772,biology|physics|medical and biological physics,,,,,,4006891-2,sh85014253,571.4|612.014,,,Biophysics,,
Q864826,biostratigraphy,sh85097152,lcsh_id,biostratigraphy,discipline,Q134783|Q7205,stratigraphy|paleontology,Q134783|Q7205,stratigraphy|paleontology,,,,4137626-2,sh85097152,561.11|560.17,,,,,
Q7108,biotechnology,sh85014263,lcsh_id,biotechnology,discipline,Q11016,technology,Q11016|Q420,technology|biology,Q742990|Q25419089,industrial biotechnology|medical biotechnology,832729,4069491-4,sh85014263,660.6,,,Biotechnology,,
Q136352,bird anatomy,sh85014311,lcsh_id,bird anatomy,discipline,Q8198634|Q10818163,animal anatomy|vertebrate anatomy,,,,,,,sh85014311,,,,,,QL697|SF767.B57
Q111680396,bird physiology,sh85014325,lcsh_id,bird physiology,discipline,Q2432331|Q44703,zoophysiology|ornithology,,,,,833051,,sh85014325,,,,,,QL698
Q3381576,black-and-white photography,sh99002613,lcsh_id,black-and-white photography,major,,,,,,,,4121634-9,sh99002613,778.62|771,300162056,,,,
Q20514253,blockchain,sh2016002790,lcsh_id,blockchain,discipline,Q25110971|Q8513|Q339678|Q15836568|Q175263|Q27948,distributed ledger|database|distributed data storage|computer network protocol|data structure|list,,,Q104886715,block,1981761,,sh2016002790,,,17407540n,,,
Q1416259,body psychotherapy,615.851,ddc,body psychotherapy,discipline,Q183257,psychotherapy,,,Q1326190|Q87736180,dance therapy|Q87736180,,4223421-9,,615.851|616.8914,,,BodyPsychotherapy,,
Q441,botany,sh85015976,lcsh_id,botany,discipline,Q420,biology,,,Q655362|Q2725616|Q185973|Q7201518|Q591138|Q1387972|Q4021|Q1138244|Q771220|Q640068|Q272737|Q212919|Q192694,plant morphology|plant reproduction|plant physiology|plant genetics|Plant evolutionary developmental biology|plant ecology|plant anatomy|phytosociology|phytogeography|phytochemistry|phenology|palynology|paleobotany,836869,4007842-5,sh85015976,580,300054467,00012322n,Botany,,
Q108226334,braided river ecology,sh2009007945,lcsh_id,braided river ecology,discipline,Q104780697|Q7150,stream ecology|ecology,,,,,1748955,,sh2009007945,,,,,,
Q15078788,broadcasting,sh85017004,lcsh_id,broadcasting,major,,,,,,,839187,4050963-1,sh85017004,,300054351,,,,
Q811338,buildings archaeology,sh85017757,lcsh_id,buildings archaeology,major,,,,,,,,4144149-7,sh85017757,,300266711,,,,
Q4830453,business,sh85018260,lcsh_id,business,major,,,,,,,842519,4061963-1,sh85018260,338.7,300025971|300160084,,,,
Q19862406,business activity,300054343,aat_id,business activity,discipline,Q451967,intentional human activity,Q159810,economy,Q4830453|Q268592|Q3958441|Q11419343|Q851587,business|industry|economic sector|sales position|business process,,,,,300054343,,BusinessActivity,,
Q2043282,business administration,4069402-1,gnd_id,business administration,discipline,Q5283295|Q19862406,administration|business activity,Q2414942|Q5001951|Q24208053,management science|business studies|business economics,Q11606393,faculty of business administration,,4069402-1,,,,,BusinessAdministration,,
Q24208053,business economics,330,ddc,business economics,major,,,,,,,,4507951-1,,330,,,,,
Q47555,political economics,330,ddc,business economics,major,,,,,,,,4115586-5,,330,,,,,
Q126552,business informatics,4112736-5,gnd_id,business informatics,major,,,,,,,,4112736-5,,,,,,,
Q149972,calculus,sh85018802,lcsh_id,calculus,discipline,Q4464|Q7754,advanced mathematics|mathematical analysis,,,Q149999|Q150008,differential calculus|integral calculus,,,sh85018802,515,300054528,,Calculus,,
Q216861,calculus of variations,sh85018809,lcsh_id,calculus of variations,discipline,Q7754,mathematical analysis,Q113208892,"calculus of variations, systems theory and control theory",,,,,sh85018809,515.64,,,,,TA347.C3
Q62689,cameralism,4163148-1,gnd_id,cameralism,major,,,,,,,,4163148-1,,,,,,,
Q1363492,single-entry bookkeeping system,4163148-1,gnd_id,cameralism,major,,,,,,,,4163148-1,,,,,,,
Q107278510,canal ecology,sh85019430,lcsh_id,canal ecology,discipline,Q104193250|Q104196941|Q7150,branch of ecology|aquatic ecology|ecology,,,,,845222,,sh85019430,,,,,,QH541.5.C24
Q2012719,cancer immunotherapy,sh87002642,lcsh_id,cancer immunotherapy,major,,,,,,,,,sh87002642,,,,,,
Q188462,canon law,sh85019646,lcsh_id,canon law,major,,,,,,,,4073199-6,sh85019646,262.9,300235953,,,,
Q235007,cardiac surgery,sh85059711,lcsh_id,cardiac surgery,major,,,,,,,,4024641-3,sh85059711,617.412,,,,,
Q3264451,cardiologist,sh85020211,lcsh_id,cardiologist,major,,,,,,,,7627836-0|4202582-5,sh85020211,616.120092,,,,,
Q203605,carpentry,sh85020435,lcsh_id,carpentry,major,,,,,,,,,sh85020435,694,300054085,,,,
Q1735729,catechesis,268,ddc,catechesis,major,,,,,,,,4073302-6,,268,,,,,
Q217413,category theory,4120552-2,gnd_id,category theory,discipline,,,Q5758318|Q114705834,"higher category theory|theory of sets, relations and functions",Q77544558,category theory terminology,,4120552-2,,,,03408627n,CategoryTheory,,
Q7141,cell biology,611,ddc,cell biology,discipline,Q420,biology,Q420,biology,,,,4070177-3,,611,,00024908n,CellBiology,,QH573-QH671
Q13464614,ceramic art,738,ddc,ceramic art,major,,,,,,,,,,738,300151343|300386879,,,,
Q700919,chemical ecology,sh91002611,lcsh_id,chemical ecology,discipline,Q7150|Q2329,ecology|chemistry,,,,,852881,4123004-8,sh91002611,,,,ChemicalEcology,,
Q911772,chemical technology,sh85023029,lcsh_id,chemical technology,major,,,,,,,,4078178-1,sh85023029,,,,,,
Q910164,cheminformatics,sh2003001403,lcsh_id,cheminformatics,discipline,Q2329|Q21198|Q4027615,chemistry|computer science|informatics,,,,,,4290091-8,sh2003001403,,,,Chemoinformatics,,
Q2329,chemistry,sh85022986,lcsh_id,chemistry,discipline,Q14632398,physical science,,,Q11351|Q11372|Q11165|Q369472|Q321150|Q7094|Q2346|Q910172|Q321355|Q750446,organic chemistry|physical chemistry|inorganic chemistry|computational chemistry|theoretical chemistry|biochemistry|analytical chemistry|food chemistry|environmental chemistry|polymer chemistry,,4009816-3,sh85022986,540,300054537,00018123n,Chemistry,,
Q910067,chemometrics,sh2005000482,lcsh_id,chemometrics,discipline,Q2329|Q12483|Q2539,chemistry|statistics|machine learning,,,,,,4299578-4,sh2005000482,543.015195,300379926,02494238n,,,
Q1455871,child care,4278357-4,gnd_id,child care,major,,,,,,,,4278357-4,,,,,,,
Q407784,child development,sh2001002085,lcsh_id,child development,discipline,Q2347178,development of the human body,Q9418,psychology,,,854393,,sh2001002085,,,,,,
Q1029430,child protection,sh85023396,lcsh_id,child protection,major,,,,,,,,4028935-7,sh85023396,,,,,,
Q3411686,child psychology,sh85023380,lcsh_id,child psychology,discipline,Q175002|Q407784,developmental psychology|child development,,,,,854540,4073410-9,sh85023380,,,,,,
Q130788,chronology,sh85025406,lcsh_id,chronology,discipline,Q336|Q11471,science|time,,,,,,4010178-2,sh85025406,529,300252008,,Chronology,,
Q1800439,church history,sh85025619,lcsh_id,church history,discipline,Q846742|Q216545,history of religions|Christian theology,,,,,860740,,sh85025619,,300054308,,,,
Q8812109,church music,sh85025650,lcsh_id,church music,major,,,,,,,,4030736-0,sh85025650,,,,,,
Q16144339,cinema,300054141,aat_id,cinema,major,,,,,,,,,,,300054141,,,,
Q590870,cinematography,sh85026014,lcsh_id,cinematography,major,,,,,,,861484,,sh85026014,777,300054227,,,,
Q2089905,circuit theory,4171531-7,gnd_id,circuit theory,major,,,,,,,,4171531-7,,,,,,,
Q191600,civil and political rights,sh85026371,lcsh_id,civil and political rights,major,,,,,,,,,sh85026371,323,300068783,,,,JC571
Q222249,civil law,sh85026344,lcsh_id,civil law,major,,,,,,,,,sh85026344,,300054414,,,,K623
Q1669589,classical archaeology,4164039-1,gnd_id,classical archaeology,major,,,,,,,,4164039-1,,,300054331,,,,
Q11397,classical mechanics,4038168-7,gnd_id,classical mechanics,discipline,Q41217|Q81745,mechanics|classical physics,,,,,,4038168-7,,,,,ClassicalMechanics,,
Q9730,classical music,781.68,ddc,classical music,major,,,,,,,,4164043-3,,781.68,,,,,
Q16267607,classical philologist,4199241-6,gnd_id,classical philologist,major,,,,,,,,4199241-6|7626721-0,,,,,,,
Q495527,classical philology,sh85026710,lcsh_id,classical philology,discipline,Q40634|Q841090,philology|classics,Q841090,classics,Q757248,papyrology,,4164044-5,sh85026710,480,,,,,
Q439072,classical studies,4134281-1,gnd_id,classical studies,discipline,Q928786,area studies,,,,,,4134281-1,,,,,,,
Q841090,classics,4134281-1,gnd_id,classical studies,discipline,Q928786|Q439072,area studies|classical studies,Q309|Q541923,history|ancient literature,Q495527,classical philology,,4134281-1,,,300054242,,ClassicalStudies,,
Q107278364,cliff ecology,sh99000303,lcsh_id,cliff ecology,discipline,Q7150,ecology,,,,,864216,,sh99000303,,,,,,QH541.5.C62
Q52139,climatology,sh85027044,lcsh_id,climatology,discipline,Q52107|Q5334416|Q25261|Q43518,physical geography|atmospheric physics|meteorology|oceanography,Q757520,atmospheric sciences,,,,4031178-8,sh85027044,551.6,300379447,13877826n,Climatology,,
Q113097664,clinical child psychology,sh85027063,lcsh_id,clinical child psychology,discipline,Q199906|Q3411686,clinical psychology|child psychology,,,,,864344,,sh85027063,,,,,,RJ503.3
Q499500,clinical pathology,sh85037496,lcsh_id,clinical pathology,major,,,,,,,,4073931-4,sh85037496,,,,,,
Q155491,clinical pharmacy,4164215-6,gnd_id,clinical pharmacy,major,,,,,,,,4164215-6,,,,,,,
Q199906,clinical psychology,sh85027067,lcsh_id,clinical psychology,discipline,Q9418|Q113212893,psychology|clinical and health psychology,Q113212893,clinical and health psychology,,,,4031193-4,sh85027067,616.89,,,ClinicalPsychology,,
Q63346654,clockmaking,300053600,aat_id,clockmaking,major,,,,,,,,,,,300053600,,,,
Q483639,cloud computing,sh2008004883,lcsh_id,cloud computing,discipline,Q771906|Q241317|Q1668024,system resource|computing platform|service on Internet,,,,,1745899,7623494-0,sh2008004883,004.672,,,,,
