cip_id,cip_label,cip_header,cip_category,cip_subclass,cip_level,qid,qid_label,qid_description,P31_qids,P31_labels,P279_qids,P279_labels,P361_qids,P361_labels,P101_qids,P101_labels,P2579_qids,P2579_labels,P921_qids,P921_labels,P527_qids,P527_labels,P2283_qids,P2283_labels,P366_qids,P366_labels,P1889_qids,P1889_labels,P1343_qids,P1343_labels,P1269_qids,P1269_labels,P1268_qids,P1268_labels,P2578_qids,P2578_labels,P228_qids,P228_labels,P155_qids,P155_labels,P156_qids,P156_labels,P170_qids,P170_labels,P176_qids,P176_labels,P178_qids,P178_labels,P138_qids,P138_labels,P2348_qids,P2348_labels,P580_qids,P580_labels,P582_qids,P582_labels,P585_qids,P585_labels,P793_qids,P793_labels,P276_qids,P276_labels,P17_qids,P17_labels,P131_qids,P131_labels,P625_qids,P625_labels,P2043_qids,P2043_labels,P2048_qids,P2048_labels,P2049_qids,P2049_labels,P2054_qids,P2054_labels,P2068_qids,P2068_labels,P2101_qids,P2101_labels,P2102_qids,P2102_labels,P2325_qids,P2325_labels,P2326_qids,P2326_labels,P2327_qids,P2327_labels,P4511_qids,P4511_labels,P4512_qids,P4512_labels,P4513_qids,P4513_labels,P215_qids,P215_labels,P2114_qids,P2114_labels,P2115_qids,P2115_labels,P2120_qids,P2120_labels,P1538_qids,P1538_labels,P1539_qids,P1539_labels,P1540_qids,P1540_labels,P2669_qids,P2669_labels,P1419_qids,P1419_labels,P1880_qids,P1880_labels
42.2813,Applied Psychology.,42,28,13,6-digit,Q538904,applied psychology,application of psychological theories or findings,Q11862829,,Q9418,,Q113043917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0106,Forensic Science and Technology.,43,01,06,6-digit,Q111784809,Forensic Science and Technology,,Q737498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0110,Juvenile Corrections.,43,01,10,6-digit,Q46198820,Juvenile Corrections in the Era of Reform: A Meta-Synthesis of Qualitative Studies,scientific article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0116,Cyber/Computer Forensics and Counterterrorism.,43,01,16,6-digit,Q3182559,Cyberpunk 2077,2020 role-playing video game developed by CD Projekt RED,Q7889,,,,,,,,,,Q174526,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1172164,,Q174526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0203,Fire Science/Fire-fighting.,43,02,03,6-digit,Q474100,pyrotechnics,"the science and craft of using self-contained and self-sustained exothermic chemical reactions to make heat, light, gas, smoke and/or sound",,,Q336,,,,,,,,,,,,,,Q7237336,,,,Q602358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0401,Public Administration.,44,04,01,6-digit,Q31728,public administration,"generic term for the administrations that perform tasks of the state, including bodies governed by public law",Q11862829,,Q11771944,,Q7275,,,,Q2736989,,,,Q294414,,,,,,,,Q1029706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0501,Public Policy Analysis.,44,05,01,6-digit,Q85710967,public policy studies,academic discipline studying government programs and actions,Q11862829,,Q34749,,,,,,,,,,,,,,,,,,,,,,,,Q546113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0502,Education Policy Analysis.,44,05,02,6-digit,Q5340911,Education Policy Analysis Archives,journal,Q737498,,,,,,,,,,Q8434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0701,Social Work.,44,07,01,6-digit,Q205398,social work,academic discipline and profession,Q30109942,,Q11862829,,,,,,Q2305240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0101,"Social Sciences, General.",45,01,01,6-digit,Q34749,social science,academic disciplines concerned with society and the relationships between individuals in society,Q1047113,,Q33122512,,,,,,,,,,Q3274962,,,,,,,,Q602358,,Q1186078,,,,Q8425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0201,Anthropology.,45,02,01,6-digit,Q23404,anthropology,"scientific study of humans, human behavior, and societies",Q4671286,,Q34749,,Q34749,,,,,,,,Q23498,,,,,,Q43455,,Q123625363,,,,,,Q1156970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0203,Medical Anthropology.,45,02,03,6-digit,Q15759469,Medical Anthropology,journal,Q5633421,,,,,,,,,,Q23404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0204,Cultural Anthropology.,45,02,04,6-digit,Q28598,cultural anthropology,branch of anthropology focused on the study of cultural variation among humans,Q11862829,,Q23404,,Q21505779,,,,,,,,,,,,,,Q29051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0401,Criminology.,45,04,01,6-digit,Q161733,criminology,study of the causes and manifestations of crime,Q1047113,,Q34749,,,,,,,,,,Q4915287,,,,,,Q43504,,Q602358,,,,,,Q83267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0601,"Economics, General.",45,06,01,6-digit,Q8134,economics,"social science that studies the production, distribution, and consumption of goods and services",Q4671286,,Q34749,,Q3475802,,,,,,,,Q3578710,,,,,,Q159810,,Q867541,,,,,,Q7406919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0602,Applied Economics.,45,06,02,6-digit,Q4781535,Applied Economics,journal,Q5633421,,,,,,,,,,Q3296256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0605,International Economics.,45,06,05,6-digit,Q47417,international economics,academic discipline,Q4671286,,Q8134,,Q8134,,,,,,,,,,,,,,,,,,,,,,Q178803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0701,Geography.,45,07,01,6-digit,Q1071,geography,"science that studies the terrestrial surface, the societies that inhabit it and the territories, landscapes, places or regions that form it when interacting with each other",Q4671286,,Q336,,,,,,Q3589295,,,,Q135995350,,,,,,Q1069,,Q30059240,,,,,,Q2221906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0902,National Security Policy Studies.,45,09,02,6-digit,Q104761613,national security policy studies,study of national security policy,Q11862829,,,,,,,,,,Q11450364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1004,Political Economy.,45,10,04,6-digit,Q47555,political economics,"study of production, buying, and selling, and their relations with law, custom, and government",Q1047113,,Q15831440,,Q113115885,,,,,,,,,,,,,,Q582577,,Q1029706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1101,Sociology.,45,11,01,6-digit,Q21201,sociology,social science that studies human society and its development,Q11862829,,Q34749,,,,,,Q113884047,,,,Q105760881,,,,,,,,Q19219752,,,,,,Q2672648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1201,Urban Studies/Affairs.,45,12,01,6-digit,Q23578769,urban studies,field within the social sciences,Q1047113,,Q12831143,,,,,,,,,,,,,,,,,,,,,,,,Q515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0302,Electrician.,46,03,02,6-digit,Q165029,electrician,tradesperson specializing in electrical wiring,Q28640,,Q1391083,,,,,,,,,,,,,,,,Q691225,,Q19219752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0303,Lineworker.,46,03,03,6-digit,Q691225,lineworker,"person who constructs and maintains electrical, distribution, or telecommunications lines",Q28640,,Q2588761,,,,,,,,,,,,,,,,Q165029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0508,Welding Technology/Welder.,48,05,08,6-digit,Q136905545,Welding engineering,"Engineering discipline focused on welding processes, weld design, materials behavior, inspection, and fabrication.",Q12015335,,Q1710723,,Q187939,,,,,,,,Q137041319,,Q1613682,,,,,,Q137041206,,,,,,Q136905156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0101,"Aeronautics/Aviation/Aerospace Science and Technology, General.",49,01,01,6-digit,Q8421,aeronautics,"science and art of study, design, manufacturing, and operation of airflight-capable machines",Q2465832,,Q2876213,,,,,,,,,,Q221395,,Q8424,,,,,,Q602358,,,,,,Q765633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0108,Flight Instructor.,49,01,08,6-digit,Q379318,flight instructor,person who teaches others to operate aircraft,Q28640,,Q777952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0309,Marine Science/Merchant Marine Officer.,49,03,09,6-digit,Q4782809,aquatic science,multidisciplinary study of freshwater and marine ecosystems,Q11862829,,Q336,,,,,,,,,,Q7173,,,,,,,,,,,,,,Q102192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0404,Industrial Design.,50,04,04,6-digit,Q243606,industrial design,use of art and science to improve the aesthetics and usability of a product,Q11862829,,Q82604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0703,"Art History, Criticism and Conservation.",50,07,03,6-digit,Q50637,art history,academic study of objects of art in their historical development,Q11862829,,Q80083,,Q113296040,,,,,,,,,,,,,,Q50641,,Q124737604,,,,,,Q50641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0912,Music Pedagogy.,50,09,12,6-digit,Q27908,music education,field of study associated with the teaching and learning of music,Q1047113,,Q7922,,,,,,,,,,,,,,,,,,Q16082057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0913,Music Technology.,50,09,13,6-digit,Q2427900,music technology,technology related to music,,,Q20077126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1002,Arts Management.,50,10,02,6-digit,Q3285163,arts administration,field in the arts sector that facilitates programming within cultural organizations,Q11862829,,Q48785284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1004,Theatre/Theatre Arts Management.,50,10,04,6-digit,Q11635,theatre art,art of creating stories and performing them live in front of public,Q45971958,,Q184485,,,,,,Q60971539,,,,Q24354,,,,,,Q11812394,,Q61070632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0201,"Communication Disorders, General.",51,02,01,6-digit,Q5154095,Communication Disorders Quarterly,journal,Q737498,,,,,,,,,,Q1058691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0202,Audiology/Audiologist and Hearing Sciences.,51,02,02,6-digit,Q569965,audiology,"branch of science that studies hearing, balance, and related disorders",Q28640,,Q11790210,,,,,,Q569965,,,,,,,,,,Q103884376,,,,,,,,Q160289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.,51,02,04,6-digit,Q569965,audiology,"branch of science that studies hearing, balance, and related disorders",Q28640,,Q11790210,,,,,,Q569965,,,,,,,,,,Q103884376,,,,,,,,Q160289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0603,Dental Laboratory Technology/Technician.,51,06,03,6-digit,Q79862637,Dental laboratory technology,scientific article published on 01 March 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0706,Health Information/Medical Records Administration/Administrator.,51,07,06,6-digit,Q10910281,health information technology,health technology applied to health and health care,,,Q11661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0707,Health Information/Medical Records Technology/Technician.,51,07,07,6-digit,Q10910281,health information technology,health technology applied to health and health care,,,Q11661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0712,Medical Reception/Receptionist.,51,07,12,6-digit,Q69945260,medical receptionist,individual who receives patients in a medical office,Q28640,,Q1722406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0719,Clinical Research Coordinator.,51,07,19,6-digit,Q5133846,clinical research coordinator,,Q28640,,Q20481199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0803,Occupational Therapist Assistant.,51,08,03,6-digit,Q7309756,rehabilitation assistant,"person who, under the supervision of a licensed rehabilitation therapist, provides patient treatment using rehabilitation techniques",Q28640,,Q55071047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0805,Pharmacy Technician/Assistant.,51,08,05,6-digit,Q543219,pharmacy technician,profession,Q28640,,Q5352191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0806,Physical Therapist Assistant.,51,08,06,6-digit,Q7309756,rehabilitation assistant,"person who, under the supervision of a licensed rehabilitation therapist, provides patient treatment using rehabilitation techniques",Q28640,,Q55071047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0911,Radiologic Technology/Science - Radiographer.,51,09,11,6-digit,Q27712906,Radiologic technology,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.1002,Cytotechnology/Cytotechnologist.,51,10,02,6-digit,Q15752151,Cytotechnology,scientific journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.1005,Clinical Laboratory Science/Medical Technology/Technologist.,51,10,05,6-digit,Q26839402,Clinical laboratory science : journal of the American Society for Medical Technology,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.1502,Psychiatric/Mental Health Services Technician.,51,15,02,6-digit,Q7256227,Psychiatric Services,journal,Q5633421,,,,,,,,,,Q7867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.1505,Marriage and Family Therapy/Counseling.,51,15,05,6-digit,Q870449,family therapy,type of psychotherapy,Q11862829,,Q183257,,,,,,,,,,,,,,,,Q1929812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2007,"Pharmacoeconomics/Pharmaceutical Economics (MS, PhD).",51,20,07,6-digit,Q7180778,PharmacoEconomics,journal,Q5633421,,,,,,,,,,Q1567856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2010,Pharmaceutical Sciences.,51,20,10,6-digit,Q7180763,pharmaceutical sciences,"area of study concerned with drugs at every stage, from design to disposition",Q4671286,,Q7991,,,,,,,,,,,,,,,,Q3494359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2011,Pharmaceutical Marketing and Management.,51,20,11,6-digit,Q7180733,Pharmaceutical Marketing and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2201,"Public Health, General (MPH, DPH).",51,22,01,6-digit,Q189603,public health,"science and art of preventing disease, prolonging life and promoting health through organized efforts and informed choices of society, organizations, public and private, communities and individuals",Q268378,,Q34749,,,,,,Q31218,,,,,,,,,,,,Q124737632,,Q189447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2202,Environmental Health.,51,22,02,6-digit,Q15733766,Environmental Health,journal,Q737498,,,,,,,,,,Q932068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2209,Maternal and Child Health.,51,22,09,6-digit,Q15762452,Maternal and Child Health Journal,journal,Q737498,,,,,,,,,,Q123028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2211,Health Services Administration.,51,22,11,6-digit,Q1137608,health administration,"field relating to leadership, management, and administration of hospitals, hospital networks, health care systems, and public health systems",Q11862829,,Q2920921,,,,,,,,,,,,,,,,Q31218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2307,Orthotist/Prosthetist.,51,23,07,6-digit,Q56315693,orthotist,medical profession,Q28640,,Q3332438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2308,Physical Therapy/Therapist.,51,23,08,6-digit,Q15763171,Physical Therapy,journal,Q737498,,,,,,,,,,Q186005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2312,Assistive/Augmentative Technology and Rehabiliation Engineering.,51,23,12,6-digit,Q15749492,Assistive Technology,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2314,Rehabilitation Science.,51,23,14,6-digit,Q99485422,rehabilitation science,interdisciplinary field that focuses on human function and disability,Q11862829,,Q336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3301,Acupuncture.,51,33,01,6-digit,Q121713,acupuncture,form of alternative medicine,Q11862829,,,,Q188504,,,,,,,,,,,,,,,,Q602358,,,,,,Q67374260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3303,Naturopathic Medicine/Naturopathy (ND).,51,33,03,6-digit,Q213403,naturopathy,"form of alternative medicine, drugless system of therapy",Q11862829,,Q188504,,,,,,,,,,,,,,,,,,Q14916674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3306,Holistic Health.,51,33,06,6-digit,Q767405,holistic health,"health as viewed from the perspective that humans function as complete, integrated units rather than as aggregates of separate parts",,,Q188504,,Q188504,,,,,,Q12147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3807,Nurse Midwife/Nursing Midwifery.,51,38,07,6-digit,Q85790021,nurse midwife,professional nurse who has received postgraduate training in midwifery,Q28640,,Q185196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3809,Pediatric Nurse/Nursing.,51,38,09,6-digit,Q15637585,children’s nurse,registered nurse with a graduate degree in nursing who provides care to pediatric patients,Q28640,,Q186360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3810,Psychiatric/Mental Health Nurse/Nursing.,51,38,10,6-digit,Q7256227,Psychiatric Services,journal,Q5633421,,,,,,,,,,Q7867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3811,Public Health/Community Nurse/Nursing.,51,38,11,6-digit,Q189603,public health,"science and art of preventing disease, prolonging life and promoting health through organized efforts and informed choices of society, organizations, public and private, communities and individuals",Q268378,,Q34749,,,,,,Q31218,,,,,,,,,,,,Q124737632,,Q189447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,51,38,12,6-digit,Q27725204,"Perioperative medicine (London, England)",journal,Q737498,,,,,,,,,,Q40821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3813,Clinical Nurse Specialist.,51,38,13,6-digit,Q5133779,Clinical Nurse Specialist,journal,Q5633421,,,,,,,,,,Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3817,Nursing Education.,51,38,17,6-digit,Q13378080,nurse education,training of nurses,Q2267705,,Q126945,,Q113156829,,,,,,,,,,,,,,,,,,Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3822,Women's Health Nurse/Nursing.,51,38,22,6-digit,Q15637670,women's health nurse practitioner,a nurse practitioner,Q28640,,Q595071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3901,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl, AAS)",51,39,01,6-digit,Q11848548,licensed practical nurse,category of nurse in some countries,Q28640,,Q186360,,,,,,,,,,,,,,,,Q10718797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0201,"Business Administration and Management, General.",52,02,01,6-digit,Q8188423,business administration and management,academic discipline,Q11862829,,Q18564125,,Q189533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
